gene,cts,sample,plate,experimental_replicate,temperature
WD0513,NA,OCTO_D_1,1,1,18
WD0513,NA,OCTO_D_1,1,1,18
WD0513,18.757,POP2L_E_1,1,1,18
WD0513,18.835,POP2L_E_1,1,1,18
WD0513,18.291,POPL_E_10,1,1,18
WD0513,18.203,POPL_E_10,1,1,18
WD0513,16.91,POP2H_E_2,1,1,18
WD0513,23.921,CSB_E_1,1,1,18
WD0513,16.863,POP2H_E_2,1,1,18
WD0513,21.517,POPL_A_1,1,1,18
WD0513,21.508,POPL_A_1,1,1,18
WD0513,26.484,CSB-REF_A_6,1,1,18
WD0513,26.661,CSB-REF_A_6,1,1,18
WD0513,24.403,CSB_B_1,1,1,18
WD0513,24.31,CSB_B_1,1,1,18
WD0513,19.168,POPH_B_2,1,1,18
WD0513,18.958,POPH_B_2,1,1,18
WD0513,22.339,POP2L_B_10,1,1,18
WD0513,22.257,POP2L_B_10,1,1,18
WD0513,19.683,POP2L_D_2,1,1,18
WSP,27.151,OCTO_A_3,2,1,18
WSP,27.76,CSB_A_3,2,1,18
WSP,23.428,POPH_F_3,2,1,18
WSP,23.33,POPH_F_3,2,1,18
WSP,20.512,OCTO_F_4,2,1,18
WSP,20.498,OCTO_F_4,2,1,18
WSP,23.398,POPH_D_3,2,1,18
WSP,23.411,POPH_D_3,2,1,18
WSP,21.765,POP2H_F_10,2,1,18
WSP,21.804,POP2H_F_10,2,1,18
WSP,27.14,CSB_D_4,2,1,18
WSP,27.207,OCTO_A_3,2,1,18
WSP,27.433,CSB_D_4,2,1,18
WSP,24.252,OCTO_E_3,2,1,18
WSP,25.242,OCTO_E_3,2,1,18
WSP,26.815,CSB_D_9,2,1,18
WSP,26.468,CSB_D_9,2,1,18
WSP,24.974,OCTO_C_3,2,1,18
WSP,24.618,OCTO_C_3,2,1,18
WSP,26.295,POP2L_C_3,2,1,18
WSP,26.394,POP2L_C_3,2,1,18
WSP,26.025,CSB_E_3,2,1,18
WSP,26.06,CSB_E_3,2,1,18
WSP,28.097,CSB_A_3,2,1,18
WD0513,NA,OCTO_A_3,2,1,18
WD0513,25.482,CSB_A_3,2,1,18
WD0513,16.88,POPH_F_3,2,1,18
WD0513,16.975,POPH_F_3,2,1,18
WD0513,NA,OCTO_F_4,2,1,18
WD0513,NA,OCTO_F_4,2,1,18
WD0513,16.945,POPH_D_3,2,1,18
WD0513,16.882,POPH_D_3,2,1,18
WD0513,14.441,POP2H_F_10,2,1,18
WD0513,15.463,POP2H_F_10,2,1,18
WD0513,23.972,CSB_D_4,2,1,18
WD0513,NA,OCTO_A_3,2,1,18
WD0513,24.29,CSB_D_4,2,1,18
WD0513,NA,OCTO_E_3,2,1,18
WD0513,NA,OCTO_E_3,2,1,18
WD0513,23.393,CSB_D_9,2,1,18
WD0513,23.28,CSB_D_9,2,1,18
WD0513,NA,OCTO_C_3,2,1,18
WD0513,NA,OCTO_C_3,2,1,18
WD0513,21.86,POP2L_C_3,2,1,18
WD0513,21.778,POP2L_C_3,2,1,18
WD0513,23.146,CSB_E_3,2,1,18
WD0513,23.115,CSB_E_3,2,1,18
WD0513,24.555,CSB_A_3,2,1,18
WSP,22.451,POP2H_F_4,2,1,18
WSP,26.631,POPL_B_3,2,1,18
WSP,24.512,POPH_E_4,2,1,18
WSP,24.436,POPH_E_4,2,1,18
WSP,25.861,OCTO_F_3,2,1,18
WSP,26.219,OCTO_F_3,2,1,18
WSP,25.91,POP2L_F_3,2,1,18
WSP,25.66,POP2L_F_3,2,1,18
WSP,27.15,POPL_A_3,2,1,18
WSP,26.962,POPL_A_3,2,1,18
WSP,25.447,OCTO_B_3,2,1,18
WSP,22.656,POP2H_F_4,2,1,18
WSP,25.738,OCTO_B_3,2,1,18
WSP,27.837,OCTO_A_10,2,1,18
WSP,28.353,OCTO_A_10,2,1,18
WSP,25.768,POPL_E_3,2,1,18
WSP,25.831,POPL_E_3,2,1,18
WSP,28.545,POP2H_B_9,2,1,18
WSP,28.223,POP2H_B_9,2,1,18
WSP,23.962,POPL_F_4,2,1,18
WSP,24.125,POPL_F_4,2,1,18
WSP,24.385,POPH_E_3,2,1,18
WSP,24.318,POPH_E_3,2,1,18
WSP,27.189,POPL_B_3,2,1,18
WD0513,16.427,POP2H_F_4,2,1,18
WD0513,21.838,POPL_B_3,2,1,18
WD0513,17.636,POPH_E_4,2,1,18
WD0513,17.658,POPH_E_4,2,1,18
WD0513,NA,OCTO_F_3,2,1,18
WD0513,NA,OCTO_F_3,2,1,18
WD0513,20.724,POP2L_F_3,2,1,18
WD0513,20.457,POP2L_F_3,2,1,18
WD0513,22.28,POPL_A_3,2,1,18
WD0513,22.357,POPL_A_3,2,1,18
WD0513,NA,OCTO_B_3,2,1,18
WD0513,16.173,POP2H_F_4,2,1,18
WD0513,NA,OCTO_B_3,2,1,18
WD0513,NA,OCTO_A_10,2,1,18
WD0513,NA,OCTO_A_10,2,1,18
WD0513,20.847,POPL_E_3,2,1,18
WD0513,20.731,POPL_E_3,2,1,18
WD0513,21.416,POP2H_B_9,2,1,18
WD0513,21.881,POP2H_B_9,2,1,18
WD0513,19.199,POPL_F_4,2,1,18
WD0513,19.278,POPL_F_4,2,1,18
WD0513,18.553,POPH_E_3,2,1,18
WD0513,18.639,POPH_E_3,2,1,18
WD0513,21.907,POPL_B_3,2,1,18
WSP,23.337,POPH_F_9,2,1,18
WSP,21.411,OCTO_F_9,2,1,18
WSP,24.998,POP2L_D_3,2,1,18
WSP,24.887,POP2L_D_3,2,1,18
WSP,25.527,POP2H_B_4,2,1,18
WSP,26.02,POP2H_B_4,2,1,18
WSP,26.213,POPH_C_4,2,1,18
WSP,26.109,POPH_C_4,2,1,18
WSP,30.324,POP2L_A_3,2,1,18
WSP,30.06,POP2L_A_3,2,1,18
WSP,26.318,POP2H_C_4,2,1,18
WSP,23.557,POPH_F_9,2,1,18
WSP,26.221,POP2H_C_4,2,1,18
WSP,25.861,POP2L_D_10,2,1,18
WSP,25.988,POP2L_D_10,2,1,18
WSP,26.159,CSB-REF_A_1,2,1,18
WSP,26.46,CSB-REF_A_1,2,1,18
WSP,28.375,POPL_B_4,2,1,18
WSP,28.08,POPL_B_4,2,1,18
WSP,26.367,POP2L_E_3,2,1,18
WSP,26.394,POP2L_E_3,2,1,18
WSP,25.275,CSB_F_4,2,1,18
WSP,25.076,CSB_F_4,2,1,18
WSP,21.646,OCTO_F_9,2,1,18
WD0513,17.327,POPH_F_9,2,1,18
WD0513,NA,OCTO_F_9,2,1,18
WD0513,19.868,POP2L_D_3,2,1,18
WD0513,20.103,POP2L_D_3,2,1,18
WD0513,20.32,POP2H_B_4,2,1,18
WD0513,18.769,POP2H_B_4,2,1,18
WD0513,19.128,POPH_C_4,2,1,18
WD0513,19.255,POPH_C_4,2,1,18
WD0513,25.297,POP2L_A_3,2,1,18
WD0513,25.275,POP2L_A_3,2,1,18
WD0513,18.91,POP2H_C_4,2,1,18
WD0513,17.274,POPH_F_9,2,1,18
WD0513,19.331,POP2H_C_4,2,1,18
WD0513,20.58,POP2L_D_10,2,1,18
WD0513,20.494,POP2L_D_10,2,1,18
WD0513,23.34,CSB-REF_A_1,2,1,18
WD0513,23.259,CSB-REF_A_1,2,1,18
WD0513,23.247,POPL_B_4,2,1,18
WD0513,23.301,POPL_B_4,2,1,18
WD0513,21.247,POP2L_E_3,2,1,18
WD0513,21.227,POP2L_E_3,2,1,18
WD0513,21.983,CSB_F_4,2,1,18
WD0513,22.226,CSB_F_4,2,1,18
WD0513,NA,OCTO_F_9,2,1,18
WSP,23.084,POPH_D_4,2,1,18
WSP,29.671,POPH_A_10,2,1,18
WSP,26.253,POP2H_E_3,2,1,18
WSP,25.939,POP2H_E_3,2,1,18
WSP,27.264,POP2L_C_4,2,1,18
WSP,27.52,POP2L_C_4,2,1,18
WSP,27.198,POP2H_A_3,2,1,18
WSP,27.23,POP2H_A_3,2,1,18
WSP,25.214,POP2H_D_3,2,1,18
WSP,25.064,POP2H_D_3,2,1,18
WSP,24.767,POPL_F_3,2,1,18
WSP,23.176,POPH_D_4,2,1,18
WSP,24.978,POPL_F_3,2,1,18
WSP,26.647,POPH_F_4,2,1,18
WSP,26.753,POPH_F_4,2,1,18
WSP,26.44,CSB-REF_A_2,2,1,18
WSP,26.593,CSB-REF_A_2,2,1,18
WSP,23.843,POP2H_E_10,2,1,18
WSP,23.459,POP2H_E_10,2,1,18
WSP,28.017,POPH_A_3,2,1,18
WSP,27.937,POPH_A_3,2,1,18
WSP,29.116,POPH_A_4,2,1,18
WSP,29.083,POPH_A_4,2,1,18
WSP,29.675,POPH_A_10,2,1,18
WD0513,17.117,POPH_D_4,2,1,18
WD0513,22.953,POPH_A_10,2,1,18
WD0513,19.56,POP2H_E_3,2,1,18
WD0513,19.473,POP2H_E_3,2,1,18
WD0513,21.858,POP2L_C_4,2,1,18
WD0513,22.132,POP2L_C_4,2,1,18
WD0513,19.972,POP2H_A_3,2,1,18
WD0513,20.363,POP2H_A_3,2,1,18
WD0513,18.727,POP2H_D_3,2,1,18
WD0513,18.548,POP2H_D_3,2,1,18
WD0513,19.595,POPL_F_3,2,1,18
WD0513,16.997,POPH_D_4,2,1,18
WD0513,19.709,POPL_F_3,2,1,18
WD0513,20.019,POPH_F_4,2,1,18
WD0513,19.801,POPH_F_4,2,1,18
WD0513,23.434,CSB-REF_A_2,2,1,18
WD0513,23.454,CSB-REF_A_2,2,1,18
WD0513,17.427,POP2H_E_10,2,1,18
WD0513,17.532,POP2H_E_10,2,1,18
WD0513,21.287,POPH_A_3,2,1,18
WD0513,21.496,POPH_A_3,2,1,18
WD0513,22.553,POPH_A_4,2,1,18
WD0513,22.707,POPH_A_4,2,1,18
WD0513,22.841,POPH_A_10,2,1,18
WSP,24.185,OCTO_C_4,2,1,18
WSP,26.559,CSB_F_3,2,1,18
WSP,22.652,POP2H_E_4,2,1,18
WSP,22.79,POP2H_E_4,2,1,18
WSP,26.602,POPH_B_3,2,1,18
WSP,26.45,POPH_B_3,2,1,18
WSP,22.924,POP2H_F_3,2,1,18
WSP,23.056,POP2H_F_3,2,1,18
WSP,27.64,POPL_C_4,2,1,18
WSP,27.304,POPL_C_4,2,1,18
WSP,NA,POP2L_B_4,2,1,18
WSP,24.061,OCTO_C_4,2,1,18
WSP,34.656,POP2L_B_4,2,1,18
WSP,27.209,POPL_A_4,2,1,18
WSP,27.134,POPL_A_4,2,1,18
WSP,28.962,CSB-REF_A_3,2,1,18
WSP,29.281,CSB-REF_A_3,2,1,18
WSP,28.289,CSB_C_4,2,1,18
WSP,27.656,CSB_C_4,2,1,18
WSP,26.417,POPL_E_4,2,1,18
WSP,26.485,POPL_E_4,2,1,18
WSP,26.529,POP2H_B_3,2,1,18
WSP,26.388,POP2H_B_3,2,1,18
WSP,26.668,CSB_F_3,2,1,18
WD0513,NA,OCTO_C_4,2,1,18
WD0513,23.528,CSB_F_3,2,1,18
WD0513,15.944,POP2H_E_4,2,1,18
WD0513,15.904,POP2H_E_4,2,1,18
WD0513,19.617,POPH_B_3,2,1,18
