gene,cts,sample,plate,experimental_replicate,temperature
WD0513,20.67,POP2L_F_1,1,2,18
WD0513,20.658,POP2L_F_1,1,2,18
WD0513,24.2,CSB-REF_A_2,1,2,18
WD0513,24.268,CSB-REF_A_2,1,2,18
WD0513,24.88,CSB_F_2,1,2,18
WD0513,24.914,CSB_F_2,1,2,18
WD0513,24.223,POPH_A_1,1,2,18
WD0513,24.314,POPH_A_1,1,2,18
WD0513,22.986,POP2L_D_10,1,2,18
WD0513,23.1,POP2L_D_10,1,2,18
WD0513,27.225,CSB_B_9,1,2,18
WSP,19.582,POP2H_E_1,1,2,18
WSP,22.635,POPH_C_1,1,2,18
WSP,22.324,POP2H_C_2,1,2,18
WSP,22.39,POP2H_C_2,1,2,18
WSP,25.605,POP2H_B_2,1,2,18
WSP,25.662,POP2H_B_2,1,2,18
WSP,26.275,POPL_B_1,1,2,18
WSP,26.359,POPL_B_1,1,2,18
WSP,24.357,POP2H_E_2,1,2,18
WSP,24.417,POP2H_E_2,1,2,18
WSP,25.111,POPH_B_1,1,2,18
WSP,19.552,POP2H_E_1,1,2,18
WSP,25.068,POPH_B_1,1,2,18
WSP,28.596,CSB_D_9,1,2,18
WSP,28.977,CSB_D_9,1,2,18
WSP,26.942,CSB-REF_A_3,1,2,18
WSP,26.916,CSB-REF_A_3,1,2,18
WSP,24.409,POP2L_C_2,1,2,18
WSP,24.531,POP2L_C_2,1,2,18
WSP,26.435,POP2H_B_1,1,2,18
WSP,26.377,POP2H_B_1,1,2,18
WSP,22.445,POP2L_F_10,1,2,18
WSP,22.398,POP2L_F_10,1,2,18
WSP,22.728,POPH_C_1,1,2,18
WD0513,16.476,POP2H_E_1,1,2,18
WD0513,19.353,POPH_C_1,1,2,18
WD0513,19.475,POP2H_C_2,1,2,18
WD0513,19.566,POP2H_C_2,1,2,18
WD0513,23.057,POP2H_B_2,1,2,18
WD0513,23.056,POP2H_B_2,1,2,18
WD0513,24.84,POPL_B_1,1,2,18
WD0513,24.944,POPL_B_1,1,2,18
WD0513,21.228,POP2H_E_2,1,2,18
WD0513,21.278,POP2H_E_2,1,2,18
WD0513,22.114,POPH_B_1,1,2,18
WD0513,16.429,POP2H_E_1,1,2,18
WD0513,22.105,POPH_B_1,1,2,18
WD0513,29.396,CSB_D_9,1,2,18
WD0513,28.971,CSB_D_9,1,2,18
WD0513,27.408,CSB-REF_A_3,1,2,18
WD0513,27.224,CSB-REF_A_3,1,2,18
WD0513,23.545,POP2L_C_2,1,2,18
WD0513,23.655,POP2L_C_2,1,2,18
WD0513,23.584,POP2H_B_1,1,2,18
WD0513,23.528,POP2H_B_1,1,2,18
WD0513,20.544,POP2L_F_10,1,2,18
WD0513,20.502,POP2L_F_10,1,2,18
WD0513,19.505,POPH_C_1,1,2,18
WSP,21.711,OCTO_E_2,1,2,18
WSP,25.511,POP2H_A_2,1,2,18
WSP,24.559,POP2L_E_2,1,2,18
WSP,24.384,POP2L_E_2,1,2,18
WSP,26.554,POPL_B_9,1,2,18
WSP,26.448,POPL_B_9,1,2,18
WSP,24.597,POP2H_C_1,1,2,18
WSP,24.573,POP2H_C_1,1,2,18
WSP,23.151,OCTO_C_2,1,2,18
WSP,23.055,OCTO_C_2,1,2,18
WSP,23.871,CSB_F_9,1,2,18
WSP,21.682,OCTO_E_2,1,2,18
WSP,23.852,CSB_F_9,1,2,18
WSP,25.068,POP2L_E_9,1,2,18
WSP,24.979,POP2L_E_9,1,2,18
WSP,27.7,CSB-REF_A_4,1,2,18
WSP,27.723,CSB-REF_A_4,1,2,18
WSP,23.827,POPL_E_1,1,2,18
WSP,23.812,POPL_E_1,1,2,18
WSP,22.67,OCTO_D_2,1,2,18
WSP,22.617,OCTO_D_2,1,2,18
WSP,27.749,CSB_B_1,1,2,18
WSP,27.821,CSB_B_1,1,2,18
WSP,25.444,POP2H_A_2,1,2,18
WD0513,NA,OCTO_E_2,1,2,18
WD0513,22.73,POP2H_A_2,1,2,18
WD0513,22.662,POP2L_E_2,1,2,18
WD0513,22.655,POP2L_E_2,1,2,18
WD0513,25.178,POPL_B_9,1,2,18
WD0513,25.095,POPL_B_9,1,2,18
WD0513,21.146,POP2H_C_1,1,2,18
WD0513,21.205,POP2H_C_1,1,2,18
WD0513,NA,OCTO_C_2,1,2,18
WD0513,NA,OCTO_C_2,1,2,18
WD0513,23.915,CSB_F_9,1,2,18
WD0513,NA,OCTO_E_2,1,2,18
WD0513,24.013,CSB_F_9,1,2,18
WD0513,23.124,POP2L_E_9,1,2,18
WD0513,23.104,POP2L_E_9,1,2,18
WD0513,27.699,CSB-REF_A_4,1,2,18
WD0513,27.862,CSB-REF_A_4,1,2,18
WD0513,22.005,POPL_E_1,1,2,18
WD0513,22.041,POPL_E_1,1,2,18
WD0513,NA,OCTO_D_2,1,2,18
WD0513,NA,OCTO_D_2,1,2,18
WD0513,28.192,CSB_B_1,1,2,18
WD0513,28.108,CSB_B_1,1,2,18
WD0513,22.719,POP2H_A_2,1,2,18
WSP,24.968,OCTO_B_2,1,2,18
WSP,23.187,POP2L_B_1,1,2,18
WSP,26.771,CSB_A_2,1,2,18
WSP,26.752,CSB_A_2,1,2,18
WSP,24.773,POP2L_D_1,1,2,18
WSP,24.695,POP2L_D_1,1,2,18
WSP,25.117,OCTO_B_1,1,2,18
WSP,25.112,OCTO_B_1,1,2,18
WSP,27.725,POPL_A_9,1,2,18
WSP,27.701,POPL_A_9,1,2,18
WSP,28.654,CSB_B_2,1,2,18
WSP,24.824,OCTO_B_2,1,2,18
WSP,28.717,CSB_B_2,1,2,18
WSP,26.583,CSB_C_1,1,2,18
WSP,26.627,CSB_C_1,1,2,18
WSP,NA,CSB-REF_A_5,1,2,18
WSP,NA,CSB-REF_A_5,1,2,18
WSP,19.488,OCTO_F_1,1,2,18
WSP,19.691,OCTO_F_1,1,2,18
WSP,23.536,CSB_D_2,1,2,18
WSP,23.672,CSB_D_2,1,2,18
WSP,26.05,POP2L_A_1,1,2,18
WSP,25.893,POP2L_A_1,1,2,18
WSP,23.262,POP2L_B_1,1,2,18
WD0513,NA,OCTO_B_2,1,2,18
WD0513,21.666,POP2L_B_1,1,2,18
WD0513,26.805,CSB_A_2,1,2,18
WD0513,26.924,CSB_A_2,1,2,18
WD0513,22.999,POP2L_D_1,1,2,18
WD0513,23.014,POP2L_D_1,1,2,18
WD0513,37.846,OCTO_B_1,1,2,18
WD0513,NA,OCTO_B_1,1,2,18
WD0513,26.355,POPL_A_9,1,2,18
WD0513,26.414,POPL_A_9,1,2,18
WD0513,28.839,CSB_B_2,1,2,18
WD0513,39.084,OCTO_B_2,1,2,18
WD0513,28.571,CSB_B_2,1,2,18
WD0513,26.606,CSB_C_1,1,2,18
WD0513,26.748,CSB_C_1,1,2,18
WD0513,NA,CSB-REF_A_5,1,2,18
WD0513,NA,CSB-REF_A_5,1,2,18
WD0513,NA,OCTO_F_1,1,2,18
WD0513,36.699,OCTO_F_1,1,2,18
WD0513,23.742,CSB_D_2,1,2,18
WD0513,23.705,CSB_D_2,1,2,18
WD0513,24.56,POP2L_A_1,1,2,18
WD0513,24.65,POP2L_A_1,1,2,18
WD0513,21.617,POP2L_B_1,1,2,18
WSP,19.687,OCTO_F_2,1,2,18
WSP,25.711,POP2L_C_1,1,2,18
WSP,22.497,POPL_F_1,1,2,18
WSP,22.505,POPL_F_1,1,2,18
WSP,23.967,POPL_E_9,1,2,18
WSP,23.998,POPL_E_9,1,2,18
WSP,27.98,POPL_B_2,1,2,18
WSP,28.087,POPL_B_2,1,2,18
WSP,22.25,POPL_F_9,1,2,18
WSP,22.263,POPL_F_9,1,2,18
WSP,21.195,POPH_F_2,1,2,18
WSP,19.326,OCTO_F_2,1,2,18
WSP,21.245,POPH_F_2,1,2,18
WSP,22.763,CSB_F_1,1,2,18
WSP,22.829,CSB_F_1,1,2,18
WSP,36.358,CSB-REF_A_6,1,2,18
WSP,35.187,CSB-REF_A_6,1,2,18
WSP,21.948,POPH_F_1,1,2,18
WSP,22.057,POPH_F_1,1,2,18
WSP,21.365,OCTO_A_2,1,2,18
WSP,21.338,OCTO_A_2,1,2,18
WSP,27.572,CSB_C_2,1,2,18
WSP,27.416,CSB_C_2,1,2,18
WSP,25.925,POP2L_C_1,1,2,18
WD0513,NA,OCTO_F_2,1,2,18
WD0513,24.112,POP2L_C_1,1,2,18
WD0513,20.55,POPL_F_1,1,2,18
WD0513,20.585,POPL_F_1,1,2,18
WD0513,22.414,POPL_E_9,1,2,18
WD0513,22.408,POPL_E_9,1,2,18
WD0513,26.573,POPL_B_2,1,2,18
WD0513,26.407,POPL_B_2,1,2,18
WD0513,20.277,POPL_F_9,1,2,18
WD0513,20.333,POPL_F_9,1,2,18
WD0513,17.995,POPH_F_2,1,2,18
WD0513,NA,OCTO_F_2,1,2,18
WD0513,18.072,POPH_F_2,1,2,18
WD0513,22.836,CSB_F_1,1,2,18
WD0513,22.967,CSB_F_1,1,2,18
WD0513,NA,CSB-REF_A_6,1,2,18
WD0513,NA,CSB-REF_A_6,1,2,18
WD0513,18.462,POPH_F_1,1,2,18
WD0513,18.515,POPH_F_1,1,2,18
WD0513,NA,OCTO_A_2,1,2,18
WD0513,NA,OCTO_A_2,1,2,18
WD0513,27.52,CSB_C_2,1,2,18
WD0513,27.719,CSB_C_2,1,2,18
WD0513,24.015,POP2L_C_1,1,2,18
WSP,22.939,POPH_F_4,2,2,18
WSP,28.642,CSB_C_4,2,2,18
WSP,28.269,POP2H_A_4,2,2,18
WSP,28.1,POP2H_A_4,2,2,18
WSP,22.792,OCTO_F_3,2,2,18
WSP,22.929,OCTO_F_3,2,2,18
WSP,23.053,POP2H_F_9,2,2,18
WSP,23.315,POP2H_F_9,2,2,18
WSP,25.03,POPH_E_3,2,2,18
WSP,24.776,POPH_E_3,2,2,18
WSP,27.868,POP2H_B_9,2,2,18
WSP,22.853,POPH_F_4,2,2,18
WSP,27.698,POP2H_B_9,2,2,18
WSP,29.001,POP2L_A_4,2,2,18
WSP,28.282,POP2L_A_4,2,2,18
WSP,29.052,CSB-REF_A_1,2,2,18
WSP,29.115,CSB-REF_A_1,2,2,18
WSP,26.301,OCTO_A_9,2,2,18
WSP,27.866,OCTO_A_9,2,2,18
WSP,28.031,POPL_D_3,2,2,18
WSP,28.224,POPL_D_3,2,2,18
WSP,26.066,POP2H_E_3,2,2,18
WSP,25.908,POP2H_E_3,2,2,18
WSP,30.18,CSB_C_4,2,2,18
WD0513,17.36,POPH_F_4,2,2,18
WD0513,24.774,CSB_C_4,2,2,18
WD0513,22.458,POP2H_A_4,2,2,18
WD0513,22.411,POP2H_A_4,2,2,18
WD0513,NA,OCTO_F_3,2,2,18
WD0513,NA,OCTO_F_3,2,2,18
WD0513,16.599,POP2H_F_9,2,2,18
WD0513,16.363,POP2H_F_9,2,2,18
WD0513,18.091,POPH_E_3,2,2,18
WD0513,18.447,POPH_E_3,2,2,18
WD0513,20.839,POP2H_B_9,2,2,18
WD0513,18.398,POPH_F_4,2,2,18
WD0513,20.881,POP2H_B_9,2,2,18
WD0513,23.372,POP2L_A_4,2,2,18
WD0513,23.517,POP2L_A_4,2,2,18
WD0513,25.423,CSB-REF_A_1,2,2,18
WD0513,25.438,CSB-REF_A_1,2,2,18
WD0513,NA,OCTO_A_9,2,2,18
WD0513,38.983,OCTO_A_9,2,2,18
WD0513,23.458,POPL_D_3,2,2,18
WD0513,23.235,POPL_D_3,2,2,18
WD0513,20.465,POP2H_E_3,2,2,18
WD0513,21.583,POP2H_E_3,2,2,18
WD0513,25.553,CSB_C_4,2,2,18
WSP,28.594,POPL_B_3,2,2,18
WSP,27.377,POP2L_A_3,2,2,18
WSP,29.87,CSB_D_4,2,2,18
WSP,29.909,CSB_D_4,2,2,18
WSP,28.981,POP2L_B_3,2,2,18
WSP,29.492,POP2L_B_3,2,2,18
WSP,25.846,OCTO_D_4,2,2,18
WSP,25.453,OCTO_D_4,2,2,18
WSP,28.106,POP2H_D_5,2,2,18
WSP,28.211,POP2H_D_5,2,2,18
WSP,20.156,OCTO_E_3,2,2,18
WSP,28.731,POPL_B_3,2,2,18
WSP,20.307,OCTO_E_3,2,2,18
WSP,23.328,OCTO_F_4,2,2,18
WSP,23.144,OCTO_F_4,2,2,18
WSP,26.271,CSB-REF_A_2,2,2,18
WSP,26.295,CSB-REF_A_2,2,2,18
WSP,24.208,OCTO_D_3,2,2,18
WSP,24.93,OCTO_D_3,2,2,18
WSP,24.912,OCTO_A_4,2,2,18
WSP,25.142,OCTO_A_4,2,2,18
WSP,23.917,POP2H_E_4,2,2,18
WSP,23.841,POP2H_E_4,2,2,18
WSP,27.52,POP2L_A_3,2,2,18
WD0513,23.741,POPL_B_3,2,2,18
WD0513,23.093,POP2L_A_3,2,2,18
WD0513,27.178,CSB_D_4,2,2,18
WD0513,27.405,CSB_D_4,2,2,18
WD0513,23.463,POP2L_B_3,2,2,18
WD0513,24.68,POP2L_B_3,2,2,18
WD0513,NA,OCTO_D_4,2,2,18
WD0513,39.617,OCTO_D_4,2,2,18
WD0513,21.574,POP2H_D_5,2,2,18
WD0513,21.55,POP2H_D_5,2,2,18
WD0513,38.388,OCTO_E_3,2,2,18
WD0513,24.202,POPL_B_3,2,2,18
WD0513,37.956,OCTO_E_3,2,2,18
WD0513,NA,OCTO_F_4,2,2,18
WD0513,NA,OCTO_F_4,2,2,18
WD0513,23.03,CSB-REF_A_2,2,2,18
WD0513,24.592,CSB-REF_A_2,2,2,18
WD0513,NA,OCTO_D_3,2,2,18
WD0513,34.181,OCTO_D_3,2,2,18
WD0513,NA,OCTO_A_4,2,2,18
WD0513,NA,OCTO_A_4,2,2,18
WD0513,17.933,POP2H_E_4,2,2,18
WD0513,17.94,POP2H_E_4,2,2,18
WD0513,23.286,POP2L_A_3,2,2,18
WSP,24.199,CSB_C_3,2,2,18
WSP,22.891,POP2H_F_4,2,2,18
WSP,27.868,POP2H_B_4,2,2,18
WSP,27.896,POP2H_B_4,2,2,18
WSP,25.252,POP2H_E_9,2,2,18
WSP,25.428,POP2H_E_9,2,2,18
WSP,23.277,POPH_F_3,2,2,18
WSP,22.865,POPH_F_3,2,2,18
WSP,26.408,CSB_F_3,2,2,18
WSP,25.978,CSB_F_3,2,2,18
WSP,26.606,POPL_A_3,2,2,18
WSP,24.221,CSB_C_3,2,2,18
WSP,26.932,POPL_A_3,2,2,18
WSP,30.989,CSB_B_4,2,2,18
WSP,30.953,CSB_B_4,2,2,18
WSP,29.606,CSB-REF_A_3,2,2,18
WSP,29.593,CSB-REF_A_3,2,2,18
WSP,23.361,POP2H_A_9,2,2,18
WSP,29.488,POP2H_A_9,2,2,18
WSP,29.471,CSB_A_4,2,2,18
WSP,29.99,CSB_A_4,2,2,18
WSP,29.003,POP2L_B_4,2,2,18
WSP,28.917,POP2L_B_4,2,2,18
WSP,22.888,POP2H_F_4,2,2,18
WD0513,21.115,CSB_C_3,2,2,18
WD0513,17.712,POP2H_F_4,2,2,18
WD0513,22.23,POP2H_B_4,2,2,18
WD0513,22.428,POP2H_B_4,2,2,18
WD0513,19.461,POP2H_E_9,2,2,18
WD0513,19.285,POP2H_E_9,2,2,18
WD0513,16.72,POPH_F_3,2,2,18
WD0513,16.53,POPH_F_3,2,2,18
WD0513,22.69,CSB_F_3,2,2,18
WD0513,22.315,CSB_F_3,2,2,18
WD0513,21.658,POPL_A_3,2,2,18
WD0513,21.292,CSB_C_3,2,2,18
WD0513,21.656,POPL_A_3,2,2,18
WD0513,27.404,CSB_B_4,2,2,18
WD0513,27.532,CSB_B_4,2,2,18
WD0513,26.313,CSB-REF_A_3,2,2,18
WD0513,26.288,CSB-REF_A_3,2,2,18
WD0513,17.649,POP2H_A_9,2,2,18
WD0513,17.656,POP2H_A_9,2,2,18
WD0513,26.582,CSB_A_4,2,2,18
WD0513,26.35,CSB_A_4,2,2,18
WD0513,24.499,POP2L_B_4,2,2,18
WD0513,24.414,POP2L_B_4,2,2,18
WD0513,17.341,POP2H_F_4,2,2,18
WSP,26.276,POP2H_C_3,2,2,18
WSP,23.925,POPH_C_3,2,2,18
WSP,25.551,OCTO_D_10,2,2,18
WSP,25.457,OCTO_D_10,2,2,18
WSP,28.432,OCTO_A_3,2,2,18
WSP,28.909,OCTO_A_3,2,2,18
WSP,22.224,POPH_D_3,2,2,18
WSP,21.927,POPH_D_3,2,2,18
WSP,24.296,POPH_E_4,2,2,18
WSP,24.385,POPH_E_4,2,2,18
WSP,23.815,POP2H_F_3,2,2,18
WSP,26.365,POP2H_C_3,2,2,18
WSP,23.835,POP2H_F_3,2,2,18
WSP,26.127,OCTO_B_4,2,2,18
WSP,25.894,OCTO_B_4,2,2,18
WSP,30.002,CSB-REF_A_4,2,2,18
WSP,30.041,CSB-REF_A_4,2,2,18
WSP,23.608,CSB_E_4,2,2,18
WSP,28.026,CSB_E_4,2,2,18
WSP,27.991,POPL_E_3,2,2,18
WSP,27.765,POPL_E_3,2,2,18
WSP,25.484,POP2H_B_3,2,2,18
WSP,25.37,POP2H_B_3,2,2,18
WSP,23.691,POPH_C_3,2,2,18
WD0513,19.948,POP2H_C_3,2,2,18
WD0513,17.782,POPH_C_3,2,2,18
WD0513,NA,OCTO_D_10,2,2,18
WD0513,NA,OCTO_D_10,2,2,18
WD0513,NA,OCTO_A_3,2,2,18
WD0513,NA,OCTO_A_3,2,2,18
WD0513,16.096,POPH_D_3,2,2,18
WD0513,16.125,POPH_D_3,2,2,18
WD0513,17.583,POPH_E_4,2,2,18
WD0513,17.909,POPH_E_4,2,2,18
WD0513,17.563,POP2H_F_3,2,2,18
WD0513,20.014,POP2H_C_3,2,2,18
WD0513,17.857,POP2H_F_3,2,2,18
WD0513,36.629,OCTO_B_4,2,2,18
WD0513,NA,OCTO_B_4,2,2,18
WD0513,26.226,CSB-REF_A_4,2,2,18
WD0513,26.151,CSB-REF_A_4,2,2,18
WD0513,20.65,CSB_E_4,2,2,18
WD0513,20.607,CSB_E_4,2,2,18
WD0513,24.3,POPL_E_3,2,2,18
WD0513,22.924,POPL_E_3,2,2,18
WD0513,28.104,POP2H_B_3,2,2,18
WD0513,19.104,POP2H_B_3,2,2,18
WD0513,17.837,POPH_C_3,2,2,18
WSP,30.877,POP2L_C_3,2,2,18
WSP,24.06,OCTO_C_9,2,2,18
WSP,27.835,POP2L_E_4,2,2,18
WSP,27.613,POP2L_E_4,2,2,18
WSP,25.777,POP2H_D_3,2,2,18
WSP,25.862,POP2H_D_3,2,2,18
WSP,22.414,OCTO_E_4,2,2,18
WSP,22.215,OCTO_E_4,2,2,18
WSP,27.561,CSB_E_3,2,2,18
WSP,27.787,CSB_E_3,2,2,18
WSP,28.722,CSB_A_3,2,2,18
WSP,30.868,POP2L_C_3,2,2,18
WSP,29.109,CSB_A_3,2,2,18
WSP,27.396,POP2H_C_9,2,2,18
WSP,27.536,POP2H_C_9,2,2,18
WSP,NA,CSB-REF_A_5,2,2,18
WSP,27.014,CSB-REF_A_5,2,2,18
WSP,28.635,POPL_C_4,2,2,18
WSP,24.473,POPL_C_4,2,2,18
WSP,24.27,POPH_B_4,2,2,18
WSP,24.406,POPH_B_4,2,2,18
WSP,27.238,POPL_A_4,2,2,18
WSP,27.067,POPL_A_4,2,2,18
WSP,24.032,OCTO_C_9,2,2,18
WD0513,25.725,POP2L_C_3,2,2,18
WD0513,NA,OCTO_C_9,2,2,18
WD0513,22.527,POP2L_E_4,2,2,18
WD0513,22.543,POP2L_E_4,2,2,18
WD0513,20.108,POP2H_D_3,2,2,18
WD0513,19.909,POP2H_D_3,2,2,18
WD0513,NA,OCTO_E_4,2,2,18
WD0513,NA,OCTO_E_4,2,2,18
WD0513,24.314,CSB_E_3,2,2,18
WD0513,24.382,CSB_E_3,2,2,18
WD0513,25.545,CSB_A_3,2,2,18
WD0513,25.675,POP2L_C_3,2,2,18
WD0513,25.342,CSB_A_3,2,2,18
WD0513,20.42,POP2H_C_9,2,2,18
WD0513,20.474,POP2H_C_9,2,2,18
WD0513,31.664,CSB-REF_A_5,2,2,18
WD0513,29.394,CSB-REF_A_5,2,2,18
WD0513,23.819,POPL_C_4,2,2,18
WD0513,23.688,POPL_C_4,2,2,18
WD0513,18.61,POPH_B_4,2,2,18
WD0513,18.471,POPH_B_4,2,2,18
WD0513,NA,POPL_A_4,2,2,18
WD0513,22.658,POPL_A_4,2,2,18
WD0513,NA,OCTO_C_9,2,2,18
WSP,27.199,POPL_C_3,2,2,18
WSP,28.885,CSB_B_3,2,2,18
WSP,25.819,POPH_C_4,2,2,18
WSP,25.444,POPH_C_4,2,2,18
WSP,25.67,POPL_D_4,2,2,18
WSP,25.9,POPL_D_4,2,2,18
WSP,26.998,CSB_F_4,2,2,18
WSP,26.881,CSB_F_4,2,2,18
WSP,26.209,POPH_B_3,2,2,18
WSP,26.6,POPH_B_3,2,2,18
WSP,26.542,POPL_E_4,2,2,18
WSP,27.008,POPL_C_3,2,2,18
WSP,26.717,POPL_E_4,2,2,18
WSP,24.551,POPH_C_9,2,2,18
WSP,24.397,POPH_C_9,2,2,18
WSP,21.52,CSB-REF_A_6,2,2,18
WSP,29.747,CSB-REF_A_6,2,2,18
WSP,25.374,POPL_F_4,2,2,18
WSP,26.895,POPL_F_4,2,2,18
WSP,26.62,POPH_A_3,2,2,18
WSP,26.793,POPH_A_3,2,2,18
WSP,28.739,POPL_B_4,2,2,18
WSP,28.478,POPL_B_4,2,2,18
WSP,29.11,CSB_B_3,2,2,18
WD0513,22.011,POPL_C_3,2,2,18
WD0513,26.114,CSB_B_3,2,2,18
WD0513,18.966,POPH_C_4,2,2,18
WD0513,18.846,POPH_C_4,2,2,18
WD0513,21.394,POPL_D_4,2,2,18
WD0513,21.225,POPL_D_4,2,2,18
WD0513,23.71,CSB_F_4,2,2,18
WD0513,23.72,CSB_F_4,2,2,18
WD0513,19.807,POPH_B_3,2,2,18
WD0513,19.957,POPH_B_3,2,2,18
WD0513,21.433,POPL_E_4,2,2,18
WD0513,21.166,POPL_C_3,2,2,18
WD0513,21.516,POPL_E_4,2,2,18
WD0513,18.19,POPH_C_9,2,2,18
WD0513,18.234,POPH_C_9,2,2,18
WD0513,21.972,CSB-REF_A_6,2,2,18
WD0513,37.11,CSB-REF_A_6,2,2,18
WD0513,20.662,POPL_F_4,2,2,18
WD0513,20.394,POPL_F_4,2,2,18
WD0513,21.382,POPH_A_3,2,2,18
WD0513,21.166,POPH_A_3,2,2,18
WD0513,28.465,POPL_B_4,2,2,18
WD0513,23.605,POPL_B_4,2,2,18
WD0513,25.888,CSB_B_3,2,2,18
WSP,27.439,OCTO_B_9,2,2,18
WSP,31.162,CSB_D_3,2,2,18
WSP,28.257,POP2L_D_3,2,2,18
WSP,28.697,POP2L_D_3,2,2,18
WSP,21.616,OCTO_C_3,2,2,18
WSP,21.83,OCTO_C_3,2,2,18
WSP,26.683,POPH_A_9,2,2,18
WSP,26.45,POPH_A_9,2,2,18
WSP,23.577,OCTO_F_10,2,2,18
WSP,23.197,OCTO_F_10,2,2,18
WSP,21.855,POPH_D_9,2,2,18
WSP,27.338,OCTO_B_9,2,2,18
WSP,21.873,POPH_D_9,2,2,18
WSP,28.125,POP2L_D_4,2,2,18
WSP,27.879,POP2L_D_4,2,2,18
WSP,27.575,POP2H_C_4,2,2,18
WSP,24.617,POP2H_C_4,2,2,18
WSP,24.529,POP2L_F_3,2,2,18
WSP,24.535,POP2L_F_3,2,2,18
WSP,28.336,POP2H_A_3,2,2,18
WSP,28.461,POP2H_A_3,2,2,18
WSP,30.799,CSB_D_3,2,2,18
WD0513,NA,OCTO_B_9,2,2,18
WD0513,27.817,CSB_D_3,2,2,18
WD0513,23.531,POP2L_D_3,2,2,18
WD0513,23.671,POP2L_D_3,2,2,18
WD0513,37.003,OCTO_C_3,2,2,18
WD0513,NA,OCTO_C_3,2,2,18
WD0513,20.932,POPH_A_9,2,2,18
WD0513,20.952,POPH_A_9,2,2,18
WD0513,NA,OCTO_F_10,2,2,18
WD0513,NA,OCTO_F_10,2,2,18
WD0513,15.623,POPH_D_9,2,2,18
WD0513,NA,OCTO_B_9,2,2,18
WD0513,15.693,POPH_D_9,2,2,18
WD0513,22.664,POP2L_D_4,2,2,18
WD0513,22.694,POP2L_D_4,2,2,18
WD0513,20.943,POP2H_C_4,2,2,18
WD0513,21.342,POP2H_C_4,2,2,18
WD0513,19.867,POP2L_F_3,2,2,18
WD0513,19.858,POP2L_F_3,2,2,18
WD0513,27.406,POP2H_A_3,2,2,18
WD0513,22.699,POP2H_A_3,2,2,18
WD0513,27.716,CSB_D_3,2,2,18
WSP,22.521,OCTO_E_9,2,2,18
WSP,27.099,POP2H_D_10,2,2,18
WSP,26.783,POPH_B_9,2,2,18
WSP,26.585,POPH_B_9,2,2,18
WSP,25.091,POPL_F_3,2,2,18
WSP,25.18,POPL_F_3,2,2,18
WSP,25.933,POP2L_F_4,2,2,18
WSP,25.593,POP2L_F_4,2,2,18
WSP,23.219,POPH_D_4,2,2,18
WSP,23.178,POPH_D_4,2,2,18
WSP,28.048,POP2L_C_4,2,2,18
WSP,21.64,OCTO_E_9,2,2,18
WSP,28.101,POP2L_C_4,2,2,18
WSP,28.654,OCTO_B_3,2,2,18
WSP,28.476,OCTO_B_3,2,2,18
WSP,25.328,OCTO_C_4,2,2,18
WSP,27.772,OCTO_C_4,2,2,18
WSP,27.91,POP2L_E_3,2,2,18
WSP,28.019,POP2L_E_3,2,2,18
WSP,29.867,POPH_A_4,2,2,18
WSP,29.953,POPH_A_4,2,2,18
WSP,26.982,POP2H_D_10,2,2,18
WD0513,NA,OCTO_E_9,2,2,18
WD0513,20.621,POP2H_D_10,2,2,18
WD0513,20.56,POPH_B_9,2,2,18
WD0513,20.709,POPH_B_9,2,2,18
WD0513,20.494,POPL_F_3,2,2,18
WD0513,21.193,POPL_F_3,2,2,18
WD0513,20.293,POP2L_F_4,2,2,18
WD0513,20.47,POP2L_F_4,2,2,18
WD0513,16.889,POPH_D_4,2,2,18
WD0513,16.885,POPH_D_4,2,2,18
WD0513,22.902,POP2L_C_4,2,2,18
WD0513,NA,OCTO_E_9,2,2,18
WD0513,22.945,POP2L_C_4,2,2,18
WD0513,NA,OCTO_B_3,2,2,18
WD0513,NA,OCTO_B_3,2,2,18
WD0513,NA,OCTO_C_4,2,2,18
WD0513,NA,OCTO_C_4,2,2,18
WD0513,23.27,POP2L_E_3,2,2,18
WD0513,23.156,POP2L_E_3,2,2,18
WD0513,24.133,POPH_A_4,2,2,18
WD0513,24.314,POPH_A_4,2,2,18
WD0513,20.598,POP2H_D_10,2,2,18
WSP,27.74,CSB_B_10,3,2,18
WSP,25.992,POP2L_A_6,3,2,18
WSP,27.884,CSB_A_10,3,2,18
WSP,28.208,CSB_A_10,3,2,18
WSP,19.387,OCTO_E_5,3,2,18
WSP,19.482,OCTO_E_5,3,2,18
WSP,27.996,POP2H_B_6,3,2,18
WSP,27.536,POP2H_B_6,3,2,18
WSP,21.813,POPH_D_6,3,2,18
WSP,21.763,POPH_D_6,3,2,18
WSP,29.168,OCTO_B_6,3,2,18
WSP,27.345,CSB_B_10,3,2,18
WSP,29.324,OCTO_B_6,3,2,18
WSP,25.793,POP2H_D_6,3,2,18
WSP,25.57,POP2H_D_6,3,2,18
WSP,27.423,POP2L_C_5,3,2,18
WSP,27.958,POP2L_C_5,3,2,18
WSP,26,OCTO_A_6,3,2,18
WSP,26.215,OCTO_A_6,3,2,18
WSP,22.606,POPH_F_6,3,2,18
WSP,21.987,POPH_F_6,3,2,18
WSP,27.521,POP2L_E_10,3,2,18
WSP,27.06,POP2L_E_10,3,2,18
WSP,25.887,POP2L_A_6,3,2,18
WD0513,24.855,CSB_B_10,3,2,18
