day,unique_id,status,wolbachia,sex,experimental_replicate,replicate
23,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
23,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
23,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
24,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
24,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
24,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
26,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
26,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
27,wMelPop2_Female_2_4,1,wMelPop2,Female,2,4
22,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
23,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
24,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
24,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
26,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
27,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
27,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
27,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
28,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
28,wMelPop2_Female_2_5,1,wMelPop2,Female,2,5
22,wMelPop_Female_2_1,1,wMelPop,Female,2,1
22,wMelPop_Female_2_1,1,wMelPop,Female,2,1
23,wMelPop_Female_2_1,1,wMelPop,Female,2,1
23,wMelPop_Female_2_1,1,wMelPop,Female,2,1
23,wMelPop_Female_2_1,1,wMelPop,Female,2,1
23,wMelPop_Female_2_1,1,wMelPop,Female,2,1
24,wMelPop_Female_2_1,1,wMelPop,Female,2,1
26,wMelPop_Female_2_1,1,wMelPop,Female,2,1
26,wMelPop_Female_2_1,1,wMelPop,Female,2,1
27,wMelPop_Female_2_1,1,wMelPop,Female,2,1
19,wMelPop_Female_2_2,1,wMelPop,Female,2,2
20,wMelPop_Female_2_2,1,wMelPop,Female,2,2
22,wMelPop_Female_2_2,1,wMelPop,Female,2,2
22,wMelPop_Female_2_2,1,wMelPop,Female,2,2
22,wMelPop_Female_2_2,1,wMelPop,Female,2,2
23,wMelPop_Female_2_2,1,wMelPop,Female,2,2
23,wMelPop_Female_2_2,1,wMelPop,Female,2,2
24,wMelPop_Female_2_2,1,wMelPop,Female,2,2
24,wMelPop_Female_2_2,1,wMelPop,Female,2,2
27,wMelPop_Female_2_2,1,wMelPop,Female,2,2
12,wMelPop_Female_2_3,1,wMelPop,Female,2,3
20,wMelPop_Female_2_3,1,wMelPop,Female,2,3
20,wMelPop_Female_2_3,1,wMelPop,Female,2,3
22,wMelPop_Female_2_3,1,wMelPop,Female,2,3
23,wMelPop_Female_2_3,1,wMelPop,Female,2,3
23,wMelPop_Female_2_3,1,wMelPop,Female,2,3
23,wMelPop_Female_2_3,1,wMelPop,Female,2,3
24,wMelPop_Female_2_3,1,wMelPop,Female,2,3
24,wMelPop_Female_2_3,1,wMelPop,Female,2,3
27,wMelPop_Female_2_3,1,wMelPop,Female,2,3
22,wMelPop_Female_2_4,1,wMelPop,Female,2,4
23,wMelPop_Female_2_4,1,wMelPop,Female,2,4
23,wMelPop_Female_2_4,1,wMelPop,Female,2,4
23,wMelPop_Female_2_4,1,wMelPop,Female,2,4
23,wMelPop_Female_2_4,1,wMelPop,Female,2,4
23,wMelPop_Female_2_4,1,wMelPop,Female,2,4
23,wMelPop_Female_2_4,1,wMelPop,Female,2,4
23,wMelPop_Female_2_4,1,wMelPop,Female,2,4
26,wMelPop_Female_2_4,1,wMelPop,Female,2,4
27,wMelPop_Female_2_4,1,wMelPop,Female,2,4
22,wMelPop_Female_2_5,1,wMelPop,Female,2,5
23,wMelPop_Female_2_5,1,wMelPop,Female,2,5
23,wMelPop_Female_2_5,1,wMelPop,Female,2,5
24,wMelPop_Female_2_5,1,wMelPop,Female,2,5
24,wMelPop_Female_2_5,1,wMelPop,Female,2,5
24,wMelPop_Female_2_5,1,wMelPop,Female,2,5
24,wMelPop_Female_2_5,1,wMelPop,Female,2,5
26,wMelPop_Female_2_5,1,wMelPop,Female,2,5
27,wMelPop_Female_2_5,1,wMelPop,Female,2,5
27,wMelPop_Female_2_5,1,wMelPop,Female,2,5
