day,unique_id,status,wolbachia,experimental_replicate,infection,replicate
7,A_1_DCV_1,1,POPL,1,DCV,1
8,A_1_DCV_1,1,POPL,1,DCV,1
11,A_1_DCV_1,1,POPL,1,DCV,1
13,A_1_DCV_1,1,POPL,1,DCV,1
14,A_1_DCV_1,1,POPL,1,DCV,1
15,A_1_DCV_1,1,POPL,1,DCV,1
16,A_1_DCV_1,1,POPL,1,DCV,1
16,A_1_DCV_1,1,POPL,1,DCV,1
19,A_1_DCV_1,1,POPL,1,DCV,1
21,A_1_DCV_1,1,POPL,1,DCV,1
2,A_1_DCV_2,1,POPL,1,DCV,2
4,A_1_DCV_2,1,POPL,1,DCV,2
10,A_1_DCV_2,1,POPL,1,DCV,2
10,A_1_DCV_2,1,POPL,1,DCV,2
13,A_1_DCV_2,1,POPL,1,DCV,2
13,A_1_DCV_2,1,POPL,1,DCV,2
17,A_1_DCV_2,1,POPL,1,DCV,2
19,A_1_DCV_2,1,POPL,1,DCV,2
19,A_1_DCV_2,1,POPL,1,DCV,2
21,A_1_DCV_2,1,POPL,1,DCV,2
9,A_1_DCV_3,1,POPL,1,DCV,3
10,A_1_DCV_3,1,POPL,1,DCV,3
11,A_1_DCV_3,1,POPL,1,DCV,3
11,A_1_DCV_3,1,POPL,1,DCV,3
15,A_1_DCV_3,1,POPL,1,DCV,3
16,A_1_DCV_3,1,POPL,1,DCV,3
19,A_1_DCV_3,1,POPL,1,DCV,3
40,A_1_DCV_3,0,POPL,1,DCV,3
40,A_1_DCV_3,0,POPL,1,DCV,3
40,A_1_DCV_3,0,POPL,1,DCV,3
7,A_1_DCV_4,1,POPL,1,DCV,4
9,A_1_DCV_4,1,POPL,1,DCV,4
10,A_1_DCV_4,1,POPL,1,DCV,4
13,A_1_DCV_4,1,POPL,1,DCV,4
14,A_1_DCV_4,1,POPL,1,DCV,4
15,A_1_DCV_4,1,POPL,1,DCV,4
15,A_1_DCV_4,1,POPL,1,DCV,4
17,A_1_DCV_4,1,POPL,1,DCV,4
18,A_1_DCV_4,1,POPL,1,DCV,4
18,A_1_DCV_4,1,POPL,1,DCV,4
6,A_1_DCV_5,1,POPL,1,DCV,5
8,A_1_DCV_5,1,POPL,1,DCV,5
8,A_1_DCV_5,1,POPL,1,DCV,5
9,A_1_DCV_5,1,POPL,1,DCV,5
10,A_1_DCV_5,1,POPL,1,DCV,5
11,A_1_DCV_5,1,POPL,1,DCV,5
11,A_1_DCV_5,1,POPL,1,DCV,5
11,A_1_DCV_5,1,POPL,1,DCV,5
12,A_1_DCV_5,1,POPL,1,DCV,5
13,A_1_DCV_5,1,POPL,1,DCV,5
1,A_1_Buffer_1,1,POPL,1,Buffer,1
2,A_1_Buffer_1,1,POPL,1,Buffer,1
8,A_1_Buffer_1,1,POPL,1,Buffer,1
40,A_1_Buffer_1,0,POPL,1,Buffer,1
40,A_1_Buffer_1,0,POPL,1,Buffer,1
40,A_1_Buffer_1,0,POPL,1,Buffer,1
40,A_1_Buffer_1,0,POPL,1,Buffer,1
40,A_1_Buffer_1,0,POPL,1,Buffer,1
40,A_1_Buffer_1,0,POPL,1,Buffer,1
40,A_1_Buffer_1,0,POPL,1,Buffer,1
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
40,A_1_Buffer_2,0,POPL,1,Buffer,2
15,A_1_Buffer_3,1,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
40,A_1_Buffer_3,0,POPL,1,Buffer,3
2,A_1_Buffer_4,1,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
40,A_1_Buffer_4,0,POPL,1,Buffer,4
8,A_1_Buffer_5,1,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
40,A_1_Buffer_5,0,POPL,1,Buffer,5
7,B_1_DCV_1,1,NoWolb,1,DCV,1
7,B_1_DCV_1,1,NoWolb,1,DCV,1
8,B_1_DCV_1,1,NoWolb,1,DCV,1
9,B_1_DCV_1,1,NoWolb,1,DCV,1
9,B_1_DCV_1,1,NoWolb,1,DCV,1
9,B_1_DCV_1,1,NoWolb,1,DCV,1
10,B_1_DCV_1,1,NoWolb,1,DCV,1
10,B_1_DCV_1,1,NoWolb,1,DCV,1
10,B_1_DCV_1,1,NoWolb,1,DCV,1
10,B_1_DCV_1,1,NoWolb,1,DCV,1
10,B_1_DCV_1,1,NoWolb,1,DCV,1
6,B_1_DCV_2,1,NoWolb,1,DCV,2
6,B_1_DCV_2,1,NoWolb,1,DCV,2
8,B_1_DCV_2,1,NoWolb,1,DCV,2
8,B_1_DCV_2,1,NoWolb,1,DCV,2
9,B_1_DCV_2,1,NoWolb,1,DCV,2
9,B_1_DCV_2,1,NoWolb,1,DCV,2
10,B_1_DCV_2,1,NoWolb,1,DCV,2
10,B_1_DCV_2,1,NoWolb,1,DCV,2
10,B_1_DCV_2,1,NoWolb,1,DCV,2
10,B_1_DCV_2,1,NoWolb,1,DCV,2
5,B_1_DCV_3,1,NoWolb,1,DCV,3
8,B_1_DCV_3,1,NoWolb,1,DCV,3
8,B_1_DCV_3,1,NoWolb,1,DCV,3
9,B_1_DCV_3,1,NoWolb,1,DCV,3
9,B_1_DCV_3,1,NoWolb,1,DCV,3
9,B_1_DCV_3,1,NoWolb,1,DCV,3
9,B_1_DCV_3,1,NoWolb,1,DCV,3
10,B_1_DCV_3,1,NoWolb,1,DCV,3
10,B_1_DCV_3,1,NoWolb,1,DCV,3
10,B_1_DCV_3,1,NoWolb,1,DCV,3
7,B_1_DCV_4,1,NoWolb,1,DCV,4
8,B_1_DCV_4,1,NoWolb,1,DCV,4
8,B_1_DCV_4,1,NoWolb,1,DCV,4
8,B_1_DCV_4,1,NoWolb,1,DCV,4
8,B_1_DCV_4,1,NoWolb,1,DCV,4
9,B_1_DCV_4,1,NoWolb,1,DCV,4
9,B_1_DCV_4,1,NoWolb,1,DCV,4
9,B_1_DCV_4,1,NoWolb,1,DCV,4
10,B_1_DCV_4,1,NoWolb,1,DCV,4
10,B_1_DCV_4,1,NoWolb,1,DCV,4
6,B_1_DCV_5,1,NoWolb,1,DCV,5
8,B_1_DCV_5,1,NoWolb,1,DCV,5
8,B_1_DCV_5,1,NoWolb,1,DCV,5
8,B_1_DCV_5,1,NoWolb,1,DCV,5
8,B_1_DCV_5,1,NoWolb,1,DCV,5
8,B_1_DCV_5,1,NoWolb,1,DCV,5
9,B_1_DCV_5,1,NoWolb,1,DCV,5
9,B_1_DCV_5,1,NoWolb,1,DCV,5
9,B_1_DCV_5,1,NoWolb,1,DCV,5
2,B_1_Buffer_1,1,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_1,0,NoWolb,1,Buffer,1
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
40,B_1_Buffer_2,0,NoWolb,1,Buffer,2
8,B_1_Buffer_3,1,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_3,0,NoWolb,1,Buffer,3
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_4,0,NoWolb,1,Buffer,4
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
40,B_1_Buffer_5,0,NoWolb,1,Buffer,5
8,C_1_DCV_1,1,POP2H,1,DCV,1
9,C_1_DCV_1,1,POP2H,1,DCV,1
10,C_1_DCV_1,1,POP2H,1,DCV,1
11,C_1_DCV_1,1,POP2H,1,DCV,1
12,C_1_DCV_1,1,POP2H,1,DCV,1
12,C_1_DCV_1,1,POP2H,1,DCV,1
12,C_1_DCV_1,1,POP2H,1,DCV,1
12,C_1_DCV_1,1,POP2H,1,DCV,1
13,C_1_DCV_1,1,POP2H,1,DCV,1
14,C_1_DCV_1,1,POP2H,1,DCV,1
11,C_1_DCV_2,1,POP2H,1,DCV,2
11,C_1_DCV_2,1,POP2H,1,DCV,2
11,C_1_DCV_2,1,POP2H,1,DCV,2
11,C_1_DCV_2,1,POP2H,1,DCV,2
11,C_1_DCV_2,1,POP2H,1,DCV,2
12,C_1_DCV_2,1,POP2H,1,DCV,2
14,C_1_DCV_2,1,POP2H,1,DCV,2
20,C_1_DCV_2,1,POP2H,1,DCV,2
23,C_1_DCV_2,1,POP2H,1,DCV,2
25,C_1_DCV_2,1,POP2H,1,DCV,2
10,C_1_DCV_3,1,POP2H,1,DCV,3
10,C_1_DCV_3,1,POP2H,1,DCV,3
11,C_1_DCV_3,1,POP2H,1,DCV,3
11,C_1_DCV_3,1,POP2H,1,DCV,3
11,C_1_DCV_3,1,POP2H,1,DCV,3
12,C_1_DCV_3,1,POP2H,1,DCV,3
33,C_1_DCV_3,1,POP2H,1,DCV,3
40,C_1_DCV_3,0,POP2H,1,DCV,3
40,C_1_DCV_3,0,POP2H,1,DCV,3
40,C_1_DCV_3,0,POP2H,1,DCV,3
1,C_1_DCV_4,1,POP2H,1,DCV,4
2,C_1_DCV_4,1,POP2H,1,DCV,4
12,C_1_DCV_4,1,POP2H,1,DCV,4
17,C_1_DCV_4,1,POP2H,1,DCV,4
19,C_1_DCV_4,1,POP2H,1,DCV,4
25,C_1_DCV_4,1,POP2H,1,DCV,4
26,C_1_DCV_4,1,POP2H,1,DCV,4
28,C_1_DCV_4,1,POP2H,1,DCV,4
34,C_1_DCV_4,1,POP2H,1,DCV,4
40,C_1_DCV_4,0,POP2H,1,DCV,4
10,C_1_DCV_5,1,POP2H,1,DCV,5
11,C_1_DCV_5,1,POP2H,1,DCV,5
11,C_1_DCV_5,1,POP2H,1,DCV,5
18,C_1_DCV_5,1,POP2H,1,DCV,5
19,C_1_DCV_5,1,POP2H,1,DCV,5
22,C_1_DCV_5,1,POP2H,1,DCV,5
24,C_1_DCV_5,1,POP2H,1,DCV,5
36,C_1_DCV_5,1,POP2H,1,DCV,5
36,C_1_DCV_5,1,POP2H,1,DCV,5
40,C_1_DCV_5,0,POP2H,1,DCV,5
1,C_1_Buffer_1,1,POP2H,1,Buffer,1
6,C_1_Buffer_1,1,POP2H,1,Buffer,1
36,C_1_Buffer_1,1,POP2H,1,Buffer,1
40,C_1_Buffer_1,0,POP2H,1,Buffer,1
40,C_1_Buffer_1,0,POP2H,1,Buffer,1
40,C_1_Buffer_1,0,POP2H,1,Buffer,1
40,C_1_Buffer_1,0,POP2H,1,Buffer,1
40,C_1_Buffer_1,0,POP2H,1,Buffer,1
40,C_1_Buffer_1,0,POP2H,1,Buffer,1
40,C_1_Buffer_1,0,POP2H,1,Buffer,1
5,C_1_Buffer_2,1,POP2H,1,Buffer,2
36,C_1_Buffer_2,1,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_2,0,POP2H,1,Buffer,2
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_3,0,POP2H,1,Buffer,3
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
40,C_1_Buffer_4,0,POP2H,1,Buffer,4
11,C_1_Buffer_5,1,POP2H,1,Buffer,5
30,C_1_Buffer_5,1,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
40,C_1_Buffer_5,0,POP2H,1,Buffer,5
13,D_1_DCV_1,1,OCTO,1,DCV,1
13,D_1_DCV_1,1,OCTO,1,DCV,1
16,D_1_DCV_1,1,OCTO,1,DCV,1
17,D_1_DCV_1,1,OCTO,1,DCV,1
20,D_1_DCV_1,1,OCTO,1,DCV,1
21,D_1_DCV_1,1,OCTO,1,DCV,1
26,D_1_DCV_1,1,OCTO,1,DCV,1
40,D_1_DCV_1,0,OCTO,1,DCV,1
40,D_1_DCV_1,0,OCTO,1,DCV,1
40,D_1_DCV_1,0,OCTO,1,DCV,1
12,D_1_DCV_2,1,OCTO,1,DCV,2
13,D_1_DCV_2,1,OCTO,1,DCV,2
13,D_1_DCV_2,1,OCTO,1,DCV,2
13,D_1_DCV_2,1,OCTO,1,DCV,2
14,D_1_DCV_2,1,OCTO,1,DCV,2
18,D_1_DCV_2,1,OCTO,1,DCV,2
29,D_1_DCV_2,1,OCTO,1,DCV,2
40,D_1_DCV_2,0,OCTO,1,DCV,2
40,D_1_DCV_2,0,OCTO,1,DCV,2
40,D_1_DCV_2,0,OCTO,1,DCV,2
2,D_1_DCV_3,1,OCTO,1,DCV,3
9,D_1_DCV_3,1,OCTO,1,DCV,3
9,D_1_DCV_3,1,OCTO,1,DCV,3
11,D_1_DCV_3,1,OCTO,1,DCV,3
12,D_1_DCV_3,1,OCTO,1,DCV,3
15,D_1_DCV_3,1,OCTO,1,DCV,3
19,D_1_DCV_3,1,OCTO,1,DCV,3
36,D_1_DCV_3,1,OCTO,1,DCV,3
40,D_1_DCV_3,0,OCTO,1,DCV,3
5,D_1_DCV_4,1,OCTO,1,DCV,4
13,D_1_DCV_4,1,OCTO,1,DCV,4
13,D_1_DCV_4,1,OCTO,1,DCV,4
14,D_1_DCV_4,1,OCTO,1,DCV,4
15,D_1_DCV_4,1,OCTO,1,DCV,4
16,D_1_DCV_4,1,OCTO,1,DCV,4
29,D_1_DCV_4,1,OCTO,1,DCV,4
29,D_1_DCV_4,1,OCTO,1,DCV,4
29,D_1_DCV_4,1,OCTO,1,DCV,4
40,D_1_DCV_4,0,OCTO,1,DCV,4
11,D_1_DCV_5,1,OCTO,1,DCV,5
11,D_1_DCV_5,1,OCTO,1,DCV,5
13,D_1_DCV_5,1,OCTO,1,DCV,5
14,D_1_DCV_5,1,OCTO,1,DCV,5
19,D_1_DCV_5,1,OCTO,1,DCV,5
20,D_1_DCV_5,1,OCTO,1,DCV,5
40,D_1_DCV_5,0,OCTO,1,DCV,5
40,D_1_DCV_5,0,OCTO,1,DCV,5
40,D_1_DCV_5,0,OCTO,1,DCV,5
40,D_1_DCV_5,0,OCTO,1,DCV,5
2,D_1_Buffer_1,1,OCTO,1,Buffer,1
25,D_1_Buffer_1,1,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_1,0,OCTO,1,Buffer,1
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
40,D_1_Buffer_2,0,OCTO,1,Buffer,2
36,D_1_Buffer_3,1,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
40,D_1_Buffer_3,0,OCTO,1,Buffer,3
25,D_1_Buffer_4,1,OCTO,1,Buffer,4
30,D_1_Buffer_4,1,OCTO,1,Buffer,4
30,D_1_Buffer_4,1,OCTO,1,Buffer,4
40,D_1_Buffer_4,0,OCTO,1,Buffer,4
40,D_1_Buffer_4,0,OCTO,1,Buffer,4
40,D_1_Buffer_4,0,OCTO,1,Buffer,4
40,D_1_Buffer_4,0,OCTO,1,Buffer,4
40,D_1_Buffer_4,0,OCTO,1,Buffer,4
40,D_1_Buffer_4,0,OCTO,1,Buffer,4
40,D_1_Buffer_4,0,OCTO,1,Buffer,4
8,D_1_Buffer_5,1,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
40,D_1_Buffer_5,0,OCTO,1,Buffer,5
4,E_1_DCV_1,1,POP2L,1,DCV,1
10,E_1_DCV_1,1,POP2L,1,DCV,1
15,E_1_DCV_1,1,POP2L,1,DCV,1
15,E_1_DCV_1,1,POP2L,1,DCV,1
15,E_1_DCV_1,1,POP2L,1,DCV,1
16,E_1_DCV_1,1,POP2L,1,DCV,1
22,E_1_DCV_1,1,POP2L,1,DCV,1
40,E_1_DCV_1,0,POP2L,1,DCV,1
40,E_1_DCV_1,0,POP2L,1,DCV,1
40,E_1_DCV_1,0,POP2L,1,DCV,1
8,E_1_DCV_2,1,POP2L,1,DCV,2
9,E_1_DCV_2,1,POP2L,1,DCV,2
9,E_1_DCV_2,1,POP2L,1,DCV,2
11,E_1_DCV_2,1,POP2L,1,DCV,2
12,E_1_DCV_2,1,POP2L,1,DCV,2
13,E_1_DCV_2,1,POP2L,1,DCV,2
14,E_1_DCV_2,1,POP2L,1,DCV,2
16,E_1_DCV_2,1,POP2L,1,DCV,2
16,E_1_DCV_2,1,POP2L,1,DCV,2
40,E_1_DCV_2,0,POP2L,1,DCV,2
7,E_1_DCV_3,1,POP2L,1,DCV,3
8,E_1_DCV_3,1,POP2L,1,DCV,3
9,E_1_DCV_3,1,POP2L,1,DCV,3
13,E_1_DCV_3,1,POP2L,1,DCV,3
14,E_1_DCV_3,1,POP2L,1,DCV,3
15,E_1_DCV_3,1,POP2L,1,DCV,3
16,E_1_DCV_3,1,POP2L,1,DCV,3
