sample,gene,cts,generation
POP2H_7,WD0513,15.595,23
POP2H_7,WD0513,15.596,2
POP2H_7,WD0513,15.644,25
POP2H_7,WD0513,15.745,18
POP2H_7,WD0513,15.762,2
POP2H_7,WD0513,15.822,25
POP2H_7,WD0513,15.86,9
POP2H_7,WD0513,15.877,9
POP2H_7,WD0513,15.9,11
POP2H_7,WD0513,15.923,11
POP2H_7,WD0513,16.401,29
POP2H_7,WD0513,16.451,7
POP2H_7,WD0513,16.485,7
POP2H_7,WD0513,16.606,29
POP2H_7,WD0513,16.902,4
POP2H_7,WD0513,17.122,4
POP2H_7,WD0513,17.569,19
POP2H_7,WD0513,17.601,19
POP2H_7,WSP,16.691,5
POP2H_7,WSP,16.702,5
POP2H_7,WSP,17.374,26
POP2H_7,WSP,17.465,20
POP2H_7,WSP,17.492,26
POP2H_7,WSP,17.592,20
POP2H_7,WSP,17.692,27
POP2H_7,WSP,17.864,27
POP2H_7,WSP,17.89,9
POP2H_7,WSP,17.967,28
POP2H_7,WSP,18.005,23
POP2H_7,WSP,18.066,28
POP2H_7,WSP,18.079,18
POP2H_7,WSP,18.113,9
POP2H_7,WSP,18.351,23
POP2H_7,WSP,18.373,24
POP2H_7,WSP,18.409,24
POP2H_7,WSP,18.469,6
POP2H_7,WSP,18.569,6
POP2H_7,WSP,18.713,11
POP2H_7,WSP,18.804,2
POP2H_7,WSP,18.826,2
POP2H_7,WSP,18.848,11
POP2H_7,WSP,19.069,3
POP2H_7,WSP,19.144,3
POP2H_7,WSP,19.262,8
POP2H_7,WSP,19.278,8
POP2H_7,WSP,19.309,16
POP2H_7,WSP,19.375,16
POP2H_7,WSP,19.527,30
POP2H_7,WSP,19.658,29
POP2H_7,WSP,19.705,30
POP2H_7,WSP,19.706,18
POP2H_7,WSP,19.74,29
POP2H_7,WSP,19.742,1
POP2H_7,WSP,19.76,1
POP2H_7,WSP,19.764,10
POP2H_7,WSP,19.842,10
POP2H_7,WSP,19.922,19
POP2H_7,WSP,20.003,19
POP2H_7,WSP,20.096,25
POP2H_7,WSP,20.109,25
POP2H_7,WSP,20.111,7
POP2H_7,WSP,20.141,7
POP2H_7,WSP,20.156,17
POP2H_7,WSP,20.195,21
POP2H_7,WSP,20.208,17
POP2H_7,WSP,20.316,21
POP2H_7,WSP,21.399,4
POP2H_7,WSP,21.541,4
POP2H_8,WD0513,12.777,27
POP2H_8,WD0513,12.957,27
POP2H_8,WD0513,13.272,17
POP2H_8,WD0513,13.296,17
POP2H_8,WD0513,13.459,5
POP2H_8,WD0513,13.494,21
POP2H_8,WD0513,13.563,6
POP2H_8,WD0513,13.582,6
POP2H_8,WD0513,13.612,5
POP2H_8,WD0513,13.621,21
POP2H_8,WD0513,13.882,3
POP2H_8,WD0513,13.938,18
POP2H_8,WD0513,13.943,3
POP2H_8,WD0513,14.033,25
POP2H_8,WD0513,14.13,25
POP2H_8,WD0513,14.293,28
POP2H_8,WD0513,14.294,28
POP2H_8,WD0513,14.428,8
POP2H_8,WD0513,14.573,8
POP2H_8,WD0513,14.609,16
POP2H_8,WD0513,14.63,16
POP2H_8,WD0513,14.693,1
POP2H_8,WD0513,14.712,1
POP2H_8,WD0513,14.831,10
POP2H_8,WD0513,14.836,20
POP2H_8,WD0513,14.845,30
POP2H_8,WD0513,14.859,24
POP2H_8,WD0513,14.865,10
POP2H_8,WD0513,14.872,30
POP2H_8,WD0513,14.945,26
POP2H_8,WD0513,14.946,26
POP2H_8,WD0513,15.006,20
POP2H_8,WD0513,15.071,24
POP2H_8,WD0513,15.388,23
POP2H_8,WD0513,15.4,9
POP2H_8,WD0513,15.441,2
POP2H_8,WD0513,15.465,2
POP2H_8,WD0513,15.518,9
POP2H_8,WD0513,15.525,29
POP2H_8,WD0513,15.599,23
POP2H_8,WD0513,15.717,29
POP2H_8,WD0513,15.926,4
POP2H_8,WD0513,16.113,7
POP2H_8,WD0513,16.191,4
POP2H_8,WD0513,16.259,7
POP2H_8,WD0513,16.467,18
POP2H_8,WD0513,16.817,11
POP2H_8,WD0513,16.892,11
POP2H_8,WD0513,39.32,19
POP2H_8,WD0513,NA,19
POP2H_8,WSP,16.658,6
POP2H_8,WSP,16.768,6
POP2H_8,WSP,17.187,21
POP2H_8,WSP,17.22,27
POP2H_8,WSP,17.231,21
POP2H_8,WSP,17.359,26
POP2H_8,WSP,17.4,26
POP2H_8,WSP,17.436,27
POP2H_8,WSP,17.652,5
POP2H_8,WSP,17.685,20
POP2H_8,WSP,17.709,5
POP2H_8,WSP,17.726,20
POP2H_8,WSP,17.767,19
POP2H_8,WSP,17.812,23
POP2H_8,WSP,17.907,19
POP2H_8,WSP,17.909,9
POP2H_8,WSP,17.922,28
POP2H_8,WSP,17.977,28
POP2H_8,WSP,18.014,23
POP2H_8,WSP,18.232,9
POP2H_8,WSP,18.406,18
POP2H_8,WSP,18.487,17
POP2H_8,WSP,18.499,17
POP2H_8,WSP,18.582,2
POP2H_8,WSP,18.649,2
POP2H_8,WSP,18.738,29
POP2H_8,WSP,18.762,29
POP2H_8,WSP,18.778,8
POP2H_8,WSP,18.896,24
POP2H_8,WSP,18.904,16
POP2H_8,WSP,18.907,16
POP2H_8,WSP,18.94,24
POP2H_8,WSP,18.994,25
POP2H_8,WSP,19.005,18
POP2H_8,WSP,19.037,25
POP2H_8,WSP,19.039,1
POP2H_8,WSP,19.1,1
POP2H_8,WSP,19.18,8
POP2H_8,WSP,19.366,30
POP2H_8,WSP,19.39,30
POP2H_8,WSP,19.473,3
POP2H_8,WSP,19.542,3
POP2H_8,WSP,19.855,10
POP2H_8,WSP,19.867,10
POP2H_8,WSP,19.927,7
POP2H_8,WSP,20.001,7
POP2H_8,WSP,20.009,11
POP2H_8,WSP,20.244,11
POP2H_8,WSP,20.326,4
POP2H_8,WSP,20.378,4
POP2H_9,WD0513,12.937,17
POP2H_9,WD0513,13.006,17
POP2H_9,WD0513,13.149,3
POP2H_9,WD0513,13.237,3
POP2H_9,WD0513,13.27,5
POP2H_9,WD0513,13.386,5
POP2H_9,WD0513,13.496,6
POP2H_9,WD0513,13.522,6
POP2H_9,WD0513,13.626,27
POP2H_9,WD0513,13.71,27
POP2H_9,WD0513,13.749,21
POP2H_9,WD0513,13.767,21
POP2H_9,WD0513,13.827,25
POP2H_9,WD0513,13.967,28
POP2H_9,WD0513,13.975,28
POP2H_9,WD0513,14.103,10
POP2H_9,WD0513,14.105,10
POP2H_9,WD0513,14.189,25
POP2H_9,WD0513,14.216,30
POP2H_9,WD0513,14.629,20
POP2H_9,WD0513,14.657,26
POP2H_9,WD0513,14.674,30
POP2H_9,WD0513,14.695,8
POP2H_9,WD0513,14.704,20
POP2H_9,WD0513,14.733,23
POP2H_9,WD0513,14.768,23
POP2H_9,WD0513,14.816,26
POP2H_9,WD0513,14.818,24
POP2H_9,WD0513,14.839,8
POP2H_9,WD0513,14.976,16
POP2H_9,WD0513,15.007,16
POP2H_9,WD0513,15.231,18
POP2H_9,WD0513,15.238,29
POP2H_9,WD0513,15.267,24
POP2H_9,WD0513,15.273,18
POP2H_9,WD0513,15.308,29
POP2H_9,WD0513,15.69,11
POP2H_9,WD0513,15.831,11
POP2H_9,WD0513,15.898,9
POP2H_9,WD0513,15.971,9
POP2H_9,WD0513,16.046,2
POP2H_9,WD0513,16.096,4
POP2H_9,WD0513,16.172,2
POP2H_9,WD0513,16.209,4
POP2H_9,WD0513,16.375,7
POP2H_9,WD0513,16.447,7
POP2H_9,WD0513,16.975,19
POP2H_9,WD0513,17.176,19
POP2H_9,WSP,16.978,6
POP2H_9,WSP,17.004,6
POP2H_9,WSP,17.206,5
POP2H_9,WSP,17.3,5
POP2H_9,WSP,17.397,23
POP2H_9,WSP,17.405,21
POP2H_9,WSP,17.437,21
POP2H_9,WSP,17.462,26
POP2H_9,WSP,17.507,26
POP2H_9,WSP,17.512,20
POP2H_9,WSP,17.67,20
POP2H_9,WSP,17.702,23
POP2H_9,WSP,17.91,18
POP2H_9,WSP,17.915,28
POP2H_9,WSP,17.924,28
POP2H_9,WSP,17.97,17
POP2H_9,WSP,18.081,17
POP2H_9,WSP,18.223,18
POP2H_9,WSP,18.249,27
POP2H_9,WSP,18.278,27
POP2H_9,WSP,18.359,3
POP2H_9,WSP,18.377,3
POP2H_9,WSP,18.44,29
POP2H_9,WSP,18.485,9
POP2H_9,WSP,18.497,9
POP2H_9,WSP,18.533,11
POP2H_9,WSP,18.534,11
POP2H_9,WSP,18.553,29
POP2H_9,WSP,18.727,24
POP2H_9,WSP,18.759,30
POP2H_9,WSP,18.774,24
POP2H_9,WSP,18.798,25
POP2H_9,WSP,18.801,25
POP2H_9,WSP,18.832,30
POP2H_9,WSP,19.117,10
POP2H_9,WSP,19.222,10
POP2H_9,WSP,19.274,8
POP2H_9,WSP,19.285,8
POP2H_9,WSP,19.31,2
POP2H_9,WSP,19.52,19
POP2H_9,WSP,19.549,2
POP2H_9,WSP,19.647,7
POP2H_9,WSP,19.667,16
POP2H_9,WSP,19.681,16
POP2H_9,WSP,19.682,19
POP2H_9,WSP,19.797,7
POP2H_9,WSP,20.025,4
POP2H_9,WSP,20.061,4
POP2L_1,WD0513,15.561,3
POP2L_1,WD0513,15.682,3
POP2L_1,WD0513,16.256,5
POP2L_1,WD0513,16.299,5
POP2L_1,WD0513,16.453,15
POP2L_1,WD0513,16.482,15
POP2L_1,WD0513,16.496,8
POP2L_1,WD0513,16.541,6
POP2L_1,WD0513,16.602,8
POP2L_1,WD0513,16.657,6
POP2L_1,WD0513,16.792,24
POP2L_1,WD0513,16.884,21
POP2L_1,WD0513,16.965,21
POP2L_1,WD0513,16.968,24
POP2L_1,WD0513,17.178,27
POP2L_1,WD0513,17.244,27
POP2L_1,WD0513,17.458,30
POP2L_1,WD0513,17.684,17
POP2L_1,WD0513,17.706,30
POP2L_1,WD0513,17.787,26
POP2L_1,WD0513,17.793,17
POP2L_1,WD0513,17.865,1
POP2L_1,WD0513,17.892,12
POP2L_1,WD0513,17.911,28
POP2L_1,WD0513,17.919,10
POP2L_1,WD0513,17.942,10
POP2L_1,WD0513,17.971,1
POP2L_1,WD0513,17.983,13
POP2L_1,WD0513,17.989,26
POP2L_1,WD0513,18.087,13
POP2L_1,WD0513,18.148,25
POP2L_1,WD0513,18.167,12
POP2L_1,WD0513,18.167,23
POP2L_1,WD0513,18.214,20
POP2L_1,WD0513,18.244,20
POP2L_1,WD0513,18.247,28
POP2L_1,WD0513,18.265,16
POP2L_1,WD0513,18.271,16
POP2L_1,WD0513,18.349,23
POP2L_1,WD0513,18.371,29
POP2L_1,WD0513,18.462,2
POP2L_1,WD0513,18.488,29
POP2L_1,WD0513,18.503,2
POP2L_1,WD0513,18.587,25
POP2L_1,WD0513,18.81,11
POP2L_1,WD0513,18.889,7
POP2L_1,WD0513,18.904,7
POP2L_1,WD0513,18.93,11
POP2L_1,WD0513,19.117,22
POP2L_1,WD0513,19.122,4
POP2L_1,WD0513,19.158,22
POP2L_1,WD0513,19.167,4
POP2L_1,WD0513,19.253,9
POP2L_1,WD0513,19.533,9
POP2L_1,WD0513,19.736,19
POP2L_1,WD0513,19.869,19
POP2L_1,WD0513,20.68,18
POP2L_1,WD0513,20.687,18
POP2L_1,WSP,18.844,5
POP2L_1,WSP,18.866,5
POP2L_1,WSP,18.955,6
POP2L_1,WSP,18.986,6
POP2L_1,WSP,19.18,21
POP2L_1,WSP,19.204,26
POP2L_1,WSP,19.325,20
POP2L_1,WSP,19.326,21
POP2L_1,WSP,19.328,26
POP2L_1,WSP,19.329,24
POP2L_1,WSP,19.369,24
POP2L_1,WSP,19.426,20
POP2L_1,WSP,19.791,23
POP2L_1,WSP,19.806,23
POP2L_1,WSP,19.835,3
POP2L_1,WSP,19.852,3
POP2L_1,WSP,19.865,8
POP2L_1,WSP,19.921,8
POP2L_1,WSP,19.989,11
POP2L_1,WSP,20.079,11
POP2L_1,WSP,20.087,27
POP2L_1,WSP,20.112,27
POP2L_1,WSP,20.317,28
POP2L_1,WSP,20.352,2
POP2L_1,WSP,20.386,9
POP2L_1,WSP,20.409,2
POP2L_1,WSP,20.449,28
POP2L_1,WSP,20.539,9
POP2L_1,WSP,20.549,15
POP2L_1,WSP,20.554,15
POP2L_1,WSP,20.567,29
POP2L_1,WSP,20.582,29
POP2L_1,WSP,20.697,30
POP2L_1,WSP,20.822,30
POP2L_1,WSP,20.864,19
POP2L_1,WSP,20.881,13
POP2L_1,WSP,20.901,13
POP2L_1,WSP,20.907,19
POP2L_1,WSP,21.116,12
POP2L_1,WSP,21.147,12
POP2L_1,WSP,21.243,1
POP2L_1,WSP,21.248,7
POP2L_1,WSP,21.253,10
POP2L_1,WSP,21.265,7
POP2L_1,WSP,21.286,10
POP2L_1,WSP,21.323,16
POP2L_1,WSP,21.35,1
POP2L_1,WSP,21.368,16
POP2L_1,WSP,21.375,25
POP2L_1,WSP,21.501,17
POP2L_1,WSP,21.526,25
POP2L_1,WSP,21.737,22
POP2L_1,WSP,21.765,17
POP2L_1,WSP,21.799,18
POP2L_1,WSP,21.82,22
POP2L_1,WSP,21.873,4
POP2L_1,WSP,21.978,18
POP2L_1,WSP,22.187,4
POP2L_1*,WD0513,19.159,22
POP2L_1*,WD0513,19.349,22
POP2L_1*,WSP,21.619,22
POP2L_1*,WSP,21.725,22
POP2L_10,WD0513,15.922,5
POP2L_10,WD0513,15.967,5
POP2L_10,WD0513,16.396,27
POP2L_10,WD0513,16.517,6
POP2L_10,WD0513,16.585,3
POP2L_10,WD0513,16.617,3
POP2L_10,WD0513,16.7,27
POP2L_10,WD0513,16.707,6
POP2L_10,WD0513,16.847,24
POP2L_10,WD0513,16.932,24
POP2L_10,WD0513,16.934,19
POP2L_10,WD0513,17.084,19
POP2L_10,WD0513,17.423,25
POP2L_10,WD0513,17.464,21
POP2L_10,WD0513,17.487,25
POP2L_10,WD0513,17.501,28
POP2L_10,WD0513,17.532,28
POP2L_10,WD0513,17.634,17
POP2L_10,WD0513,17.671,21
POP2L_10,WD0513,17.672,30
POP2L_10,WD0513,17.716,17
POP2L_10,WD0513,17.744,30
POP2L_10,WD0513,17.763,16
POP2L_10,WD0513,17.848,16
POP2L_10,WD0513,18.084,4
POP2L_10,WD0513,18.085,4
POP2L_10,WD0513,18.111,10
POP2L_10,WD0513,18.226,10
POP2L_10,WD0513,18.305,8
POP2L_10,WD0513,18.311,8
POP2L_10,WD0513,18.348,1
POP2L_10,WD0513,18.36,23
POP2L_10,WD0513,18.37,1
POP2L_10,WD0513,18.455,23
POP2L_10,WD0513,18.516,18
POP2L_10,WD0513,18.616,26
POP2L_10,WD0513,18.618,18
POP2L_10,WD0513,18.792,20
POP2L_10,WD0513,18.796,26
POP2L_10,WD0513,18.883,20
POP2L_10,WD0513,19.212,11
POP2L_10,WD0513,19.507,29
POP2L_10,WD0513,19.618,29
POP2L_10,WD0513,19.67,11
POP2L_10,WD0513,20.164,9
POP2L_10,WD0513,20.411,9
POP2L_10,WSP,18.617,5
POP2L_10,WSP,18.756,6
POP2L_10,WSP,18.804,5
POP2L_10,WSP,18.826,6
POP2L_10,WSP,19.411,19
POP2L_10,WSP,19.565,19
POP2L_10,WSP,19.586,24
POP2L_10,WSP,19.649,24
POP2L_10,WSP,19.707,27
POP2L_10,WSP,19.749,27
POP2L_10,WSP,19.792,28
POP2L_10,WSP,19.823,26
POP2L_10,WSP,19.834,20
POP2L_10,WSP,19.841,23
POP2L_10,WSP,19.882,23
POP2L_10,WSP,19.889,28
POP2L_10,WSP,19.899,26
POP2L_10,WSP,19.9,21
POP2L_10,WSP,19.934,18
POP2L_10,WSP,19.956,18
POP2L_10,WSP,19.976,21
POP2L_10,WSP,20.166,20
POP2L_10,WSP,20.65,11
POP2L_10,WSP,20.663,11
POP2L_10,WSP,20.819,3
POP2L_10,WSP,20.827,3
POP2L_10,WSP,20.872,16
POP2L_10,WSP,20.899,30
POP2L_10,WSP,20.934,4
POP2L_10,WSP,20.982,16
POP2L_10,WSP,21.071,30
POP2L_10,WSP,21.09,4
POP2L_10,WSP,21.09,9
POP2L_10,WSP,21.186,17
POP2L_10,WSP,21.232,25
POP2L_10,WSP,21.277,9
POP2L_10,WSP,21.291,25
POP2L_10,WSP,21.309,29
POP2L_10,WSP,21.357,17
POP2L_10,WSP,21.371,8
POP2L_10,WSP,21.395,29
POP2L_10,WSP,21.412,1
POP2L_10,WSP,21.495,8
POP2L_10,WSP,21.521,1
POP2L_10,WSP,21.818,10
POP2L_10,WSP,21.829,10
POP2L_11,WD0513,16.375,3
POP2L_11,WD0513,16.417,3
POP2L_11,WSP,20.688,3
POP2L_11,WSP,20.704,3
POP2L_12,WD0513,17.614,3
POP2L_12,WD0513,17.951,3
POP2L_12,WSP,21.93,3
POP2L_14,WD0513,17.492,3
POP2L_14,WD0513,17.612,3
POP2L_14,WSP,21.77,3
POP2L_14,WSP,21.837,3
POP2L_15,WD0513,16.178,3
POP2L_15,WD0513,16.194,3
POP2L_15,WSP,20.411,3
POP2L_15,WSP,20.534,3
POP2L_16,WD0513,17.656,3
POP2L_16,WD0513,24.383,3
POP2L_16,WSP,20.714,3
POP2L_16,WSP,20.734,3
POP2L_17,WD0513,16.398,3
POP2L_17,WD0513,16.469,3
POP2L_17,WSP,20.778,3
POP2L_17,WSP,21.048,3
POP2L_18,WD0513,16.579,3
POP2L_18,WD0513,16.618,3
POP2L_18,WSP,20.842,3
POP2L_18,WSP,20.938,3
POP2L_19,WD0513,15.96,3
POP2L_19,WD0513,15.979,3
POP2L_19,WSP,20.262,3
POP2L_19,WSP,20.328,3
POP2L_2,WD0513,15.337,15
POP2L_2,WD0513,15.463,15
POP2L_2,WD0513,15.919,5
POP2L_2,WD0513,15.971,5
POP2L_2,WD0513,16.413,3
POP2L_2,WD0513,16.479,3
POP2L_2,WD0513,16.694,14
POP2L_2,WD0513,16.838,17
POP2L_2,WD0513,16.903,14
POP2L_2,WD0513,16.922,24
POP2L_2,WD0513,16.934,17
POP2L_2,WD0513,17.164,24
POP2L_2,WD0513,17.266,27
POP2L_2,WD0513,17.298,27
POP2L_2,WD0513,17.388,30
POP2L_2,WD0513,17.466,30
POP2L_2,WD0513,17.54,8
POP2L_2,WD0513,17.58,6
POP2L_2,WD0513,17.599,8
POP2L_2,WD0513,17.645,28
POP2L_2,WD0513,17.652,21
POP2L_2,WD0513,17.671,25
POP2L_2,WD0513,17.69,25
POP2L_2,WD0513,17.726,6
POP2L_2,WD0513,17.769,21
POP2L_2,WD0513,17.772,28
POP2L_2,WD0513,17.895,16
POP2L_2,WD0513,18.066,23
POP2L_2,WD0513,18.146,23
POP2L_2,WD0513,18.242,1
POP2L_2,WD0513,18.251,16
POP2L_2,WD0513,18.254,10
POP2L_2,WD0513,18.284,10
POP2L_2,WD0513,18.328,1
POP2L_2,WD0513,18.349,2
POP2L_2,WD0513,18.388,2
POP2L_2,WD0513,18.428,12
POP2L_2,WD0513,18.433,12
POP2L_2,WD0513,18.5,29
POP2L_2,WD0513,18.546,11
POP2L_2,WD0513,18.586,13
POP2L_2,WD0513,18.636,13
POP2L_2,WD0513,18.669,4
POP2L_2,WD0513,18.678,11
POP2L_2,WD0513,18.694,29
POP2L_2,WD0513,18.695,26
POP2L_2,WD0513,18.705,4
POP2L_2,WD0513,18.767,26
POP2L_2,WD0513,19.06,20
POP2L_2,WD0513,19.156,20
POP2L_2,WD0513,19.205,22
POP2L_2,WD0513,19.216,9
POP2L_2,WD0513,19.376,9
POP2L_2,WD0513,19.379,22
POP2L_2,WD0513,19.581,18
POP2L_2,WD0513,19.672,18
POP2L_2,WD0513,20,7
POP2L_2,WD0513,20.05,7
POP2L_2,WSP,18.498,5
POP2L_2,WSP,18.505,5
POP2L_2,WSP,19.259,15
POP2L_2,WSP,19.355,23
POP2L_2,WSP,19.391,15
POP2L_2,WSP,19.392,23
POP2L_2,WSP,19.426,24
POP2L_2,WSP,19.56,24
POP2L_2,WSP,19.836,6
POP2L_2,WSP,19.878,6
POP2L_2,WSP,19.908,11
POP2L_2,WSP,19.911,26
POP2L_2,WSP,19.946,21
POP2L_2,WSP,19.971,26
POP2L_2,WSP,20.003,11
POP2L_2,WSP,20.069,2
POP2L_2,WSP,20.078,2
POP2L_2,WSP,20.122,20
POP2L_2,WSP,20.151,21
POP2L_2,WSP,20.196,20
POP2L_2,WSP,20.223,27
POP2L_2,WSP,20.266,28
POP2L_2,WSP,20.29,27
POP2L_2,WSP,20.357,28
POP2L_2,WSP,20.422,9
POP2L_2,WSP,20.565,3
POP2L_2,WSP,20.634,3
POP2L_2,WSP,20.651,9
POP2L_2,WSP,20.705,8
POP2L_2,WSP,20.719,29
POP2L_2,WSP,20.724,30
POP2L_2,WSP,20.739,30
POP2L_2,WSP,20.784,8
POP2L_2,WSP,20.89,29
POP2L_2,WSP,20.938,14
POP2L_2,WSP,20.981,17
POP2L_2,WSP,20.991,18
POP2L_2,WSP,21.074,16
POP2L_2,WSP,21.121,17
POP2L_2,WSP,21.244,25
POP2L_2,WSP,21.258,18
POP2L_2,WSP,21.336,25
POP2L_2,WSP,21.388,1
POP2L_2,WSP,21.446,1
POP2L_2,WSP,21.545,13
POP2L_2,WSP,21.585,13
POP2L_2,WSP,21.587,12
POP2L_2,WSP,21.618,4
POP2L_2,WSP,21.665,10
POP2L_2,WSP,21.666,10
POP2L_2,WSP,21.671,12
POP2L_2,WSP,21.711,22
POP2L_2,WSP,21.75,4
POP2L_2,WSP,21.836,22
POP2L_2,WSP,22.558,7
POP2L_2,WSP,22.607,7
POP2L_2,WSP,NA,14
POP2L_2,WSP,NA,16
POP2L_2*,WD0513,16.654,17
POP2L_2*,WD0513,16.722,17
POP2L_2*,WD0513,18.982,7
POP2L_2*,WD0513,19.069,22
POP2L_2*,WD0513,19.088,22
POP2L_2*,WD0513,19.145,7
POP2L_2*,WSP,20.519,17
POP2L_2*,WSP,20.524,17
POP2L_2*,WSP,21.314,22
POP2L_2*,WSP,21.374,7
POP2L_2*,WSP,21.391,22
POP2L_2*,WSP,21.427,7
POP2L_20,WD0513,15.84,3
POP2L_20,WD0513,15.869,3
POP2L_20,WSP,20.133,3
POP2L_20,WSP,20.202,3
POP2L_3,WD0513,15.47,15
POP2L_3,WD0513,15.591,15
POP2L_3,WD0513,15.778,14
POP2L_3,WD0513,15.84,5
POP2L_3,WD0513,15.874,5
POP2L_3,WD0513,15.947,14
POP2L_3,WD0513,16.644,3
POP2L_3,WD0513,16.837,30
POP2L_3,WD0513,16.901,21
POP2L_3,WD0513,16.917,21
POP2L_3,WD0513,16.955,3
POP2L_3,WD0513,16.969,27
POP2L_3,WD0513,16.982,28
POP2L_3,WD0513,17.086,28
POP2L_3,WD0513,17.192,8
POP2L_3,WD0513,17.216,27
POP2L_3,WD0513,17.274,24
POP2L_3,WD0513,17.382,30
POP2L_3,WD0513,17.391,8
POP2L_3,WD0513,17.444,17
POP2L_3,WD0513,17.444,24
POP2L_3,WD0513,17.525,6
POP2L_3,WD0513,17.599,6
POP2L_3,WD0513,17.635,23
POP2L_3,WD0513,17.747,12
POP2L_3,WD0513,17.762,23
POP2L_3,WD0513,17.86,12
POP2L_3,WD0513,17.933,25
POP2L_3,WD0513,17.949,10
POP2L_3,WD0513,17.965,25
POP2L_3,WD0513,18.076,16
POP2L_3,WD0513,18.113,10
POP2L_3,WD0513,18.158,29
POP2L_3,WD0513,18.163,16
POP2L_3,WD0513,18.201,2
POP2L_3,WD0513,18.226,2
POP2L_3,WD0513,18.331,22
POP2L_3,WD0513,18.397,29
POP2L_3,WD0513,18.408,26
POP2L_3,WD0513,18.41,1
POP2L_3,WD0513,18.43,1
POP2L_3,WD0513,18.503,20
POP2L_3,WD0513,18.504,26
POP2L_3,WD0513,18.521,20
POP2L_3,WD0513,18.604,13
POP2L_3,WD0513,18.75,13
POP2L_3,WD0513,18.982,22
POP2L_3,WD0513,19.1,9
POP2L_3,WD0513,19.143,9
POP2L_3,WD0513,19.363,4
POP2L_3,WD0513,19.394,4
POP2L_3,WD0513,19.615,19
POP2L_3,WD0513,19.621,11
POP2L_3,WD0513,19.677,19
POP2L_3,WD0513,19.768,11
POP2L_3,WD0513,20.384,18
POP2L_3,WD0513,20.469,18
POP2L_3,WD0513,NA,17
POP2L_3,WSP,18.258,5
POP2L_3,WSP,18.292,5
POP2L_3,WSP,18.656,14
POP2L_3,WSP,18.808,14
POP2L_3,WSP,18.988,23
POP2L_3,WSP,19.092,21
POP2L_3,WSP,19.094,21
POP2L_3,WSP,19.099,23
POP2L_3,WSP,19.404,15
POP2L_3,WSP,19.499,15
POP2L_3,WSP,19.534,28
POP2L_3,WSP,19.573,28
POP2L_3,WSP,19.735,6
POP2L_3,WSP,19.834,9
POP2L_3,WSP,19.844,9
POP2L_3,WSP,19.878,24
POP2L_3,WSP,19.904,24
POP2L_3,WSP,19.905,6
POP2L_3,WSP,19.932,20
POP2L_3,WSP,19.982,20
POP2L_3,WSP,20.013,26
POP2L_3,WSP,20.019,19
POP2L_3,WSP,20.053,2
POP2L_3,WSP,20.188,29
POP2L_3,WSP,20.189,29
POP2L_3,WSP,20.193,26
POP2L_3,WSP,20.241,27
POP2L_3,WSP,20.328,27
POP2L_3,WSP,20.346,2
POP2L_3,WSP,20.354,8
POP2L_3,WSP,20.41,30
POP2L_3,WSP,20.445,30
POP2L_3,WSP,20.533,19
POP2L_3,WSP,20.538,8
POP2L_3,WSP,20.845,12
POP2L_3,WSP,20.955,12
POP2L_3,WSP,21.164,3
POP2L_3,WSP,21.189,16
POP2L_3,WSP,21.195,16
POP2L_3,WSP,21.224,3
POP2L_3,WSP,21.23,17
POP2L_3,WSP,21.349,22
POP2L_3,WSP,21.382,11
POP2L_3,WSP,21.382,25
POP2L_3,WSP,21.464,22
POP2L_3,WSP,21.548,1
POP2L_3,WSP,21.553,25
POP2L_3,WSP,21.572,1
POP2L_3,WSP,21.572,11
POP2L_3,WSP,21.581,13
POP2L_3,WSP,21.665,10
POP2L_3,WSP,21.673,10
POP2L_3,WSP,21.68,17
POP2L_3,WSP,21.771,13
POP2L_3,WSP,21.906,18
POP2L_3,WSP,22.062,18
POP2L_3,WSP,22.274,4
POP2L_3,WSP,22.282,4
POP2L_4,WD0513,15.7,14
POP2L_4,WD0513,15.838,14
POP2L_4,WD0513,16.341,5
POP2L_4,WD0513,16.451,5
POP2L_4,WD0513,16.463,3
POP2L_4,WD0513,16.648,3
POP2L_4,WD0513,16.73,15
POP2L_4,WD0513,16.784,15
POP2L_4,WD0513,16.808,21
POP2L_4,WD0513,16.921,6
POP2L_4,WD0513,16.933,25
POP2L_4,WD0513,16.962,25
POP2L_4,WD0513,16.983,21
POP2L_4,WD0513,17.01,8
POP2L_4,WD0513,17.082,27
POP2L_4,WD0513,17.224,6
POP2L_4,WD0513,17.253,8
POP2L_4,WD0513,17.263,27
POP2L_4,WD0513,17.34,24
POP2L_4,WD0513,17.446,1
POP2L_4,WD0513,17.461,1
POP2L_4,WD0513,17.516,17
POP2L_4,WD0513,17.554,24
POP2L_4,WD0513,17.668,30
POP2L_4,WD0513,17.77,30
POP2L_4,WD0513,17.883,16
POP2L_4,WD0513,17.901,16
POP2L_4,WD0513,17.958,13
POP2L_4,WD0513,18.055,23
POP2L_4,WD0513,18.095,23
POP2L_4,WD0513,18.137,12
POP2L_4,WD0513,18.2,2
POP2L_4,WD0513,18.232,28
POP2L_4,WD0513,18.247,12
POP2L_4,WD0513,18.268,13
POP2L_4,WD0513,18.298,26
POP2L_4,WD0513,18.336,28
POP2L_4,WD0513,18.341,2
POP2L_4,WD0513,18.403,29
POP2L_4,WD0513,18.448,29
POP2L_4,WD0513,18.49,26
POP2L_4,WD0513,18.72,20
POP2L_4,WD0513,18.762,20
