sample,gene,cts,generation
POP2L_4,WD0513,18.791,11
POP2L_4,WD0513,18.863,11
POP2L_4,WD0513,18.895,9
POP2L_4,WD0513,18.953,7
POP2L_4,WD0513,19.014,7
POP2L_4,WD0513,19.021,9
POP2L_4,WD0513,19.076,18
POP2L_4,WD0513,19.129,22
POP2L_4,WD0513,19.134,18
POP2L_4,WD0513,19.378,4
POP2L_4,WD0513,19.495,22
POP2L_4,WD0513,19.498,4
POP2L_4,WD0513,19.682,19
POP2L_4,WD0513,19.832,19
POP2L_4,WD0513,32.564,10
POP2L_4,WD0513,NA,10
POP2L_4,WSP,18.499,14
POP2L_4,WSP,18.888,5
POP2L_4,WSP,18.93,5
POP2L_4,WSP,19.079,21
POP2L_4,WSP,19.121,14
POP2L_4,WSP,19.291,23
POP2L_4,WSP,19.319,23
POP2L_4,WSP,19.362,21
POP2L_4,WSP,19.588,6
POP2L_4,WSP,19.606,6
POP2L_4,WSP,19.815,26
POP2L_4,WSP,19.84,24
POP2L_4,WSP,19.853,20
POP2L_4,WSP,19.866,24
POP2L_4,WSP,19.893,20
POP2L_4,WSP,19.917,2
POP2L_4,WSP,19.967,2
POP2L_4,WSP,19.99,26
POP2L_4,WSP,20.168,15
POP2L_4,WSP,20.196,11
POP2L_4,WSP,20.198,9
POP2L_4,WSP,20.209,27
POP2L_4,WSP,20.238,27
POP2L_4,WSP,20.284,15
POP2L_4,WSP,20.285,9
POP2L_4,WSP,20.299,11
POP2L_4,WSP,20.357,8
POP2L_4,WSP,20.391,8
POP2L_4,WSP,20.399,29
POP2L_4,WSP,20.536,28
POP2L_4,WSP,20.59,19
POP2L_4,WSP,20.618,28
POP2L_4,WSP,20.639,19
POP2L_4,WSP,20.661,18
POP2L_4,WSP,20.731,18
POP2L_4,WSP,20.782,3
POP2L_4,WSP,20.805,25
POP2L_4,WSP,20.83,3
POP2L_4,WSP,20.842,29
POP2L_4,WSP,20.854,25
POP2L_4,WSP,20.858,16
POP2L_4,WSP,20.905,12
POP2L_4,WSP,20.91,30
POP2L_4,WSP,20.923,12
POP2L_4,WSP,20.938,16
POP2L_4,WSP,20.956,1
POP2L_4,WSP,20.963,1
POP2L_4,WSP,21.087,30
POP2L_4,WSP,21.134,13
POP2L_4,WSP,21.152,13
POP2L_4,WSP,21.2,7
POP2L_4,WSP,21.241,7
POP2L_4,WSP,21.276,17
POP2L_4,WSP,21.564,22
POP2L_4,WSP,21.597,22
POP2L_4,WSP,22.623,4
POP2L_4,WSP,22.63,4
POP2L_4,WSP,37.416,10
POP2L_4,WSP,37.72,10
POP2L_4,WSP,NA,17
POP2L_5,WD0513,15.555,5
POP2L_5,WD0513,15.755,3
POP2L_5,WD0513,15.821,5
POP2L_5,WD0513,15.856,15
POP2L_5,WD0513,15.886,3
POP2L_5,WD0513,15.887,15
POP2L_5,WD0513,15.953,17
POP2L_5,WD0513,16.12,17
POP2L_5,WD0513,16.49,14
POP2L_5,WD0513,16.617,25
POP2L_5,WD0513,16.652,14
POP2L_5,WD0513,16.672,27
POP2L_5,WD0513,16.838,27
POP2L_5,WD0513,17.002,8
POP2L_5,WD0513,17.128,8
POP2L_5,WD0513,17.137,30
POP2L_5,WD0513,17.266,30
POP2L_5,WD0513,17.297,25
POP2L_5,WD0513,17.327,6
POP2L_5,WD0513,17.426,6
POP2L_5,WD0513,17.517,18
POP2L_5,WD0513,17.552,24
POP2L_5,WD0513,17.597,24
POP2L_5,WD0513,17.794,26
POP2L_5,WD0513,17.831,26
POP2L_5,WD0513,17.851,12
POP2L_5,WD0513,17.872,28
POP2L_5,WD0513,17.912,12
POP2L_5,WD0513,17.939,28
POP2L_5,WD0513,17.969,20
POP2L_5,WD0513,17.98,20
POP2L_5,WD0513,18.217,10
POP2L_5,WD0513,18.252,10
POP2L_5,WD0513,18.292,16
POP2L_5,WD0513,18.326,16
POP2L_5,WD0513,18.347,23
POP2L_5,WD0513,18.364,2
POP2L_5,WD0513,18.405,13
POP2L_5,WD0513,18.408,2
POP2L_5,WD0513,18.424,23
POP2L_5,WD0513,18.43,13
POP2L_5,WD0513,18.439,1
POP2L_5,WD0513,18.454,7
POP2L_5,WD0513,18.477,29
POP2L_5,WD0513,18.508,1
POP2L_5,WD0513,18.521,7
POP2L_5,WD0513,18.779,29
POP2L_5,WD0513,18.841,18
POP2L_5,WD0513,19.264,9
POP2L_5,WD0513,19.335,9
POP2L_5,WD0513,19.417,4
POP2L_5,WD0513,19.418,11
POP2L_5,WD0513,19.481,11
POP2L_5,WD0513,19.514,22
POP2L_5,WD0513,19.531,4
POP2L_5,WD0513,19.575,22
POP2L_5,WD0513,19.661,19
POP2L_5,WD0513,19.904,19
POP2L_5,WSP,18.354,5
POP2L_5,WSP,18.355,5
POP2L_5,WSP,18.933,20
POP2L_5,WSP,18.982,14
POP2L_5,WSP,19.138,26
POP2L_5,WSP,19.149,14
POP2L_5,WSP,19.162,20
POP2L_5,WSP,19.397,21
POP2L_5,WSP,19.525,21
POP2L_5,WSP,19.553,26
POP2L_5,WSP,19.581,27
POP2L_5,WSP,19.637,23
POP2L_5,WSP,19.649,27
POP2L_5,WSP,19.651,6
POP2L_5,WSP,19.681,15
POP2L_5,WSP,19.707,17
POP2L_5,WSP,19.727,15
POP2L_5,WSP,19.825,23
POP2L_5,WSP,19.949,6
POP2L_5,WSP,19.951,3
POP2L_5,WSP,19.978,2
POP2L_5,WSP,20.04,3
POP2L_5,WSP,20.176,2
POP2L_5,WSP,20.181,17
POP2L_5,WSP,20.19,24
POP2L_5,WSP,20.19,25
POP2L_5,WSP,20.204,18
POP2L_5,WSP,20.239,24
POP2L_5,WSP,20.257,28
POP2L_5,WSP,20.262,25
POP2L_5,WSP,20.275,8
POP2L_5,WSP,20.28,18
POP2L_5,WSP,20.292,28
POP2L_5,WSP,20.356,9
POP2L_5,WSP,20.364,8
POP2L_5,WSP,20.442,30
POP2L_5,WSP,20.483,30
POP2L_5,WSP,20.598,29
POP2L_5,WSP,20.632,9
POP2L_5,WSP,20.67,11
POP2L_5,WSP,20.704,11
POP2L_5,WSP,20.748,29
POP2L_5,WSP,20.758,19
POP2L_5,WSP,20.863,12
POP2L_5,WSP,20.899,12
POP2L_5,WSP,20.907,19
POP2L_5,WSP,21.051,7
POP2L_5,WSP,21.073,7
POP2L_5,WSP,21.357,16
POP2L_5,WSP,21.369,16
POP2L_5,WSP,21.472,13
POP2L_5,WSP,21.503,13
POP2L_5,WSP,21.531,1
POP2L_5,WSP,21.557,10
POP2L_5,WSP,21.58,10
POP2L_5,WSP,21.591,1
POP2L_5,WSP,21.882,22
POP2L_5,WSP,21.995,22
POP2L_5,WSP,22.602,4
POP2L_5,WSP,22.716,4
POP2L_5*,WD0513,16.444,19
POP2L_5*,WD0513,16.485,19
POP2L_5*,WSP,18.864,19
POP2L_5*,WSP,19.02,19
POP2L_6,WD0513,15.447,8
POP2L_6,WD0513,15.544,8
POP2L_6,WD0513,16.138,5
POP2L_6,WD0513,16.362,5
POP2L_6,WD0513,16.364,3
POP2L_6,WD0513,16.481,3
POP2L_6,WD0513,16.743,21
POP2L_6,WD0513,16.761,21
POP2L_6,WD0513,16.767,17
POP2L_6,WD0513,16.914,17
POP2L_6,WD0513,17.148,30
POP2L_6,WD0513,17.257,24
POP2L_6,WD0513,17.261,24
POP2L_6,WD0513,17.394,6
POP2L_6,WD0513,17.419,6
POP2L_6,WD0513,17.514,30
POP2L_6,WD0513,17.531,27
POP2L_6,WD0513,17.629,27
POP2L_6,WD0513,17.765,28
POP2L_6,WD0513,17.772,23
POP2L_6,WD0513,17.827,28
POP2L_6,WD0513,17.854,25
POP2L_6,WD0513,17.913,23
POP2L_6,WD0513,17.983,25
POP2L_6,WD0513,18.094,29
POP2L_6,WD0513,18.238,11
POP2L_6,WD0513,18.263,29
POP2L_6,WD0513,18.312,1
POP2L_6,WD0513,18.326,1
POP2L_6,WD0513,18.379,2
POP2L_6,WD0513,18.401,11
POP2L_6,WD0513,18.402,2
POP2L_6,WD0513,18.406,16
POP2L_6,WD0513,18.465,16
POP2L_6,WD0513,18.512,10
POP2L_6,WD0513,18.589,10
POP2L_6,WD0513,18.745,4
POP2L_6,WD0513,18.769,20
POP2L_6,WD0513,18.795,9
POP2L_6,WD0513,18.867,4
POP2L_6,WD0513,18.882,26
POP2L_6,WD0513,18.897,20
POP2L_6,WD0513,18.897,26
POP2L_6,WD0513,18.95,9
POP2L_6,WD0513,19.22,19
POP2L_6,WD0513,19.234,7
POP2L_6,WD0513,19.339,7
POP2L_6,WD0513,19.398,19
POP2L_6,WD0513,19.578,18
POP2L_6,WD0513,19.629,18
POP2L_6,WSP,18.578,5
POP2L_6,WSP,18.732,5
POP2L_6,WSP,18.818,21
POP2L_6,WSP,18.905,21
POP2L_6,WSP,19.273,23
POP2L_6,WSP,19.311,8
POP2L_6,WSP,19.342,23
POP2L_6,WSP,19.38,8
POP2L_6,WSP,19.65,24
POP2L_6,WSP,19.736,24
POP2L_6,WSP,19.843,11
POP2L_6,WSP,19.893,6
POP2L_6,WSP,19.933,11
POP2L_6,WSP,19.945,6
POP2L_6,WSP,19.989,20
POP2L_6,WSP,19.995,20
POP2L_6,WSP,20.106,26
POP2L_6,WSP,20.112,9
POP2L_6,WSP,20.144,28
POP2L_6,WSP,20.204,28
POP2L_6,WSP,20.214,26
POP2L_6,WSP,20.234,9
POP2L_6,WSP,20.308,2
POP2L_6,WSP,20.33,29
POP2L_6,WSP,20.348,2
POP2L_6,WSP,20.399,29
POP2L_6,WSP,20.46,19
POP2L_6,WSP,20.549,19
POP2L_6,WSP,20.587,30
POP2L_6,WSP,20.592,27
POP2L_6,WSP,20.597,30
POP2L_6,WSP,20.778,27
POP2L_6,WSP,20.799,3
POP2L_6,WSP,20.818,17
POP2L_6,WSP,20.882,17
POP2L_6,WSP,20.886,3
POP2L_6,WSP,20.911,18
POP2L_6,WSP,21.207,18
POP2L_6,WSP,21.362,16
POP2L_6,WSP,21.411,25
POP2L_6,WSP,21.505,25
POP2L_6,WSP,21.527,16
POP2L_6,WSP,21.681,4
POP2L_6,WSP,21.693,7
POP2L_6,WSP,21.716,1
POP2L_6,WSP,21.718,7
POP2L_6,WSP,21.722,1
POP2L_6,WSP,21.847,4
POP2L_6,WSP,22.292,10
POP2L_6,WSP,22.298,10
POP2L_7,WD0513,15.813,5
POP2L_7,WD0513,15.839,5
POP2L_7,WD0513,16.619,17
POP2L_7,WD0513,16.733,24
POP2L_7,WD0513,16.755,24
POP2L_7,WD0513,16.792,17
POP2L_7,WD0513,16.854,8
POP2L_7,WD0513,16.867,28
POP2L_7,WD0513,16.947,28
POP2L_7,WD0513,16.963,8
POP2L_7,WD0513,16.985,6
POP2L_7,WD0513,17.188,6
POP2L_7,WD0513,17.417,27
POP2L_7,WD0513,17.476,10
POP2L_7,WD0513,17.514,10
POP2L_7,WD0513,17.583,27
POP2L_7,WD0513,17.692,16
POP2L_7,WD0513,17.744,16
POP2L_7,WD0513,17.753,20
POP2L_7,WD0513,17.767,30
POP2L_7,WD0513,17.802,30
POP2L_7,WD0513,17.816,20
POP2L_7,WD0513,17.898,1
POP2L_7,WD0513,18.064,1
POP2L_7,WD0513,18.071,23
POP2L_7,WD0513,18.083,25
POP2L_7,WD0513,18.124,25
POP2L_7,WD0513,18.157,23
POP2L_7,WD0513,18.508,29
POP2L_7,WD0513,18.598,9
POP2L_7,WD0513,18.602,26
POP2L_7,WD0513,18.687,26
POP2L_7,WD0513,18.705,9
POP2L_7,WD0513,18.781,2
POP2L_7,WD0513,18.825,29
POP2L_7,WD0513,18.891,2
POP2L_7,WD0513,19.178,11
POP2L_7,WD0513,19.227,19
POP2L_7,WD0513,19.251,11
POP2L_7,WD0513,19.282,4
POP2L_7,WD0513,19.388,4
POP2L_7,WD0513,19.428,7
POP2L_7,WD0513,19.526,7
POP2L_7,WD0513,19.563,19
POP2L_7,WD0513,20.309,18
POP2L_7,WD0513,20.454,18
POP2L_7,WSP,18.452,5
POP2L_7,WSP,18.567,5
POP2L_7,WSP,18.953,20
POP2L_7,WSP,19.318,20
POP2L_7,WSP,19.348,28
POP2L_7,WSP,19.408,24
POP2L_7,WSP,19.416,24
POP2L_7,WSP,19.42,6
POP2L_7,WSP,19.427,23
POP2L_7,WSP,19.454,28
POP2L_7,WSP,19.503,23
POP2L_7,WSP,19.516,21
POP2L_7,WSP,19.527,6
POP2L_7,WSP,19.555,21
POP2L_7,WSP,19.765,26
POP2L_7,WSP,19.79,9
POP2L_7,WSP,19.961,9
POP2L_7,WSP,20.12,26
POP2L_7,WSP,20.199,8
POP2L_7,WSP,20.252,19
POP2L_7,WSP,20.256,8
POP2L_7,WSP,20.277,27
POP2L_7,WSP,20.363,27
POP2L_7,WSP,20.492,17
POP2L_7,WSP,20.502,19
POP2L_7,WSP,20.615,17
POP2L_7,WSP,20.656,29
POP2L_7,WSP,20.715,11
POP2L_7,WSP,20.719,11
POP2L_7,WSP,20.747,29
POP2L_7,WSP,20.789,2
POP2L_7,WSP,20.806,16
POP2L_7,WSP,20.822,16
POP2L_7,WSP,20.83,2
POP2L_7,WSP,20.982,30
POP2L_7,WSP,21.035,1
POP2L_7,WSP,21.089,30
POP2L_7,WSP,21.147,1
POP2L_7,WSP,21.341,10
POP2L_7,WSP,21.415,25
POP2L_7,WSP,21.45,25
POP2L_7,WSP,21.452,10
POP2L_7,WSP,21.814,18
POP2L_7,WSP,21.899,18
POP2L_7,WSP,22.204,7
POP2L_7,WSP,22.209,7
POP2L_7,WSP,22.25,4
POP2L_7,WSP,22.296,4
POP2L_8,WD0513,16.096,5
POP2L_8,WD0513,16.292,5
POP2L_8,WD0513,16.424,8
POP2L_8,WD0513,16.524,6
POP2L_8,WD0513,16.565,24
POP2L_8,WD0513,16.575,17
POP2L_8,WD0513,16.577,8
POP2L_8,WD0513,16.63,6
POP2L_8,WD0513,16.635,17
POP2L_8,WD0513,16.779,24
POP2L_8,WD0513,16.899,3
POP2L_8,WD0513,16.965,30
POP2L_8,WD0513,17.14,27
POP2L_8,WD0513,17.161,27
POP2L_8,WD0513,17.217,3
POP2L_8,WD0513,17.338,1
POP2L_8,WD0513,17.412,1
POP2L_8,WD0513,17.414,30
POP2L_8,WD0513,17.512,28
POP2L_8,WD0513,17.57,20
POP2L_8,WD0513,17.652,25
POP2L_8,WD0513,17.691,28
POP2L_8,WD0513,17.699,25
POP2L_8,WD0513,17.758,20
POP2L_8,WD0513,17.959,4
POP2L_8,WD0513,18.121,16
POP2L_8,WD0513,18.156,16
POP2L_8,WD0513,18.188,11
POP2L_8,WD0513,18.203,4
POP2L_8,WD0513,18.302,29
POP2L_8,WD0513,18.309,2
POP2L_8,WD0513,18.36,11
POP2L_8,WD0513,18.369,2
POP2L_8,WD0513,18.409,29
POP2L_8,WD0513,18.454,23
POP2L_8,WD0513,18.465,23
POP2L_8,WD0513,18.497,10
POP2L_8,WD0513,18.537,26
POP2L_8,WD0513,18.666,26
POP2L_8,WD0513,18.813,10
POP2L_8,WD0513,19.087,9
POP2L_8,WD0513,19.116,9
POP2L_8,WD0513,19.129,18
POP2L_8,WD0513,19.165,18
POP2L_8,WD0513,19.306,7
POP2L_8,WD0513,19.366,7
POP2L_8,WD0513,19.787,21
POP2L_8,WD0513,19.886,21
POP2L_8,WD0513,19.939,19
POP2L_8,WD0513,20.158,19
POP2L_8,WSP,18.603,5
POP2L_8,WSP,18.613,5
POP2L_8,WSP,18.662,20
POP2L_8,WSP,18.675,6
POP2L_8,WSP,18.84,6
POP2L_8,WSP,19.198,24
POP2L_8,WSP,19.293,20
POP2L_8,WSP,19.345,24
POP2L_8,WSP,19.56,23
POP2L_8,WSP,19.627,8
POP2L_8,WSP,19.716,11
POP2L_8,WSP,19.817,8
POP2L_8,WSP,19.83,26
POP2L_8,WSP,19.848,26
POP2L_8,WSP,19.853,11
POP2L_8,WSP,19.872,23
POP2L_8,WSP,19.898,27
POP2L_8,WSP,20,28
POP2L_8,WSP,20.116,28
POP2L_8,WSP,20.13,2
POP2L_8,WSP,20.185,27
POP2L_8,WSP,20.209,9
POP2L_8,WSP,20.214,2
POP2L_8,WSP,20.374,17
POP2L_8,WSP,20.395,9
POP2L_8,WSP,20.397,17
POP2L_8,WSP,20.581,18
POP2L_8,WSP,20.61,29
POP2L_8,WSP,20.658,18
POP2L_8,WSP,20.761,30
POP2L_8,WSP,20.808,19
POP2L_8,WSP,20.841,19
POP2L_8,WSP,20.846,30
POP2L_8,WSP,20.927,29
POP2L_8,WSP,21.015,16
POP2L_8,WSP,21.062,16
POP2L_8,WSP,21.231,25
POP2L_8,WSP,21.306,3
POP2L_8,WSP,21.348,25
POP2L_8,WSP,21.399,4
POP2L_8,WSP,21.408,4
POP2L_8,WSP,21.439,3
POP2L_8,WSP,21.703,1
POP2L_8,WSP,21.747,1
POP2L_8,WSP,21.761,7
POP2L_8,WSP,21.794,21
POP2L_8,WSP,21.831,7
POP2L_8,WSP,21.909,21
POP2L_8,WSP,22.31,10
POP2L_8,WSP,22.386,10
POP2L_9,WD0513,15.72,3
POP2L_9,WD0513,15.805,3
POP2L_9,WD0513,16.331,5
POP2L_9,WD0513,16.697,17
POP2L_9,WD0513,16.737,6
POP2L_9,WD0513,16.738,6
POP2L_9,WD0513,16.789,5
POP2L_9,WD0513,16.834,27
POP2L_9,WD0513,16.906,17
POP2L_9,WD0513,16.949,27
POP2L_9,WD0513,16.975,10
POP2L_9,WD0513,17.144,10
POP2L_9,WD0513,17.193,21
POP2L_9,WD0513,17.203,21
POP2L_9,WD0513,17.236,8
POP2L_9,WD0513,17.27,8
POP2L_9,WD0513,17.326,28
POP2L_9,WD0513,17.526,28
POP2L_9,WD0513,17.553,24
POP2L_9,WD0513,17.569,24
POP2L_9,WD0513,17.589,25
POP2L_9,WD0513,17.589,30
POP2L_9,WD0513,17.713,30
POP2L_9,WD0513,17.766,25
POP2L_9,WD0513,17.97,16
POP2L_9,WD0513,18.056,16
POP2L_9,WD0513,18.13,26
POP2L_9,WD0513,18.215,29
POP2L_9,WD0513,18.22,29
POP2L_9,WD0513,18.246,23
POP2L_9,WD0513,18.328,23
POP2L_9,WD0513,18.337,2
POP2L_9,WD0513,18.355,26
POP2L_9,WD0513,18.414,1
POP2L_9,WD0513,18.48,1
POP2L_9,WD0513,18.523,2
POP2L_9,WD0513,18.915,11
POP2L_9,WD0513,18.977,11
POP2L_9,WD0513,19.014,20
POP2L_9,WD0513,19.018,4
POP2L_9,WD0513,19.036,20
POP2L_9,WD0513,19.042,4
POP2L_9,WD0513,19.075,18
POP2L_9,WD0513,19.113,18
POP2L_9,WD0513,19.213,7
POP2L_9,WD0513,19.25,7
POP2L_9,WD0513,19.382,9
POP2L_9,WD0513,19.444,9
POP2L_9,WD0513,19.599,19
POP2L_9,WD0513,19.624,19
POP2L_9,WSP,18.648,5
POP2L_9,WSP,18.794,5
POP2L_9,WSP,18.96,6
POP2L_9,WSP,19.216,6
POP2L_9,WSP,19.461,26
POP2L_9,WSP,19.479,21
POP2L_9,WSP,19.513,21
POP2L_9,WSP,19.593,23
POP2L_9,WSP,19.709,28
POP2L_9,WSP,19.744,26
POP2L_9,WSP,19.768,23
POP2L_9,WSP,20.023,24
POP2L_9,WSP,20.065,3
POP2L_9,WSP,20.1,3
POP2L_9,WSP,20.181,24
POP2L_9,WSP,20.207,2
POP2L_9,WSP,20.214,29
POP2L_9,WSP,20.216,20
POP2L_9,WSP,20.276,20
POP2L_9,WSP,20.291,27
POP2L_9,WSP,20.327,8
POP2L_9,WSP,20.342,18
POP2L_9,WSP,20.344,27
POP2L_9,WSP,20.349,2
POP2L_9,WSP,20.352,18
POP2L_9,WSP,20.354,11
POP2L_9,WSP,20.37,19
POP2L_9,WSP,20.403,8
POP2L_9,WSP,20.416,9
POP2L_9,WSP,20.426,29
POP2L_9,WSP,20.446,19
POP2L_9,WSP,20.457,9
POP2L_9,WSP,20.518,11
POP2L_9,WSP,20.783,30
POP2L_9,WSP,20.786,10
POP2L_9,WSP,20.799,30
POP2L_9,WSP,20.848,10
POP2L_9,WSP,21.012,17
POP2L_9,WSP,21.049,17
POP2L_9,WSP,21.049,25
POP2L_9,WSP,21.09,25
POP2L_9,WSP,21.152,16
POP2L_9,WSP,21.3,16
POP2L_9,WSP,21.64,1
POP2L_9,WSP,21.653,1
POP2L_9,WSP,21.866,7
POP2L_9,WSP,21.909,7
POP2L_9,WSP,22.132,4
POP2L_9,WSP,22.146,4
POPH_1,WD0513,13.317,15
POPH_1,WD0513,13.348,15
POPH_1,WD0513,13.436,5
POPH_1,WD0513,13.511,24
POPH_1,WD0513,13.55,3
POPH_1,WD0513,13.55,24
POPH_1,WD0513,13.555,3
POPH_1,WD0513,13.629,5
POPH_1,WD0513,13.717,8
POPH_1,WD0513,13.729,8
POPH_1,WD0513,13.803,14
POPH_1,WD0513,13.896,28
POPH_1,WD0513,13.927,28
POPH_1,WD0513,13.972,27
POPH_1,WD0513,14.143,27
POPH_1,WD0513,14.373,17
POPH_1,WD0513,14.387,30
POPH_1,WD0513,14.413,17
POPH_1,WD0513,14.417,30
POPH_1,WD0513,14.465,26
POPH_1,WD0513,14.609,26
POPH_1,WD0513,14.764,25
POPH_1,WD0513,14.853,23
POPH_1,WD0513,14.872,29
POPH_1,WD0513,14.909,29
POPH_1,WD0513,14.952,12
POPH_1,WD0513,15.101,23
POPH_1,WD0513,15.131,25
POPH_1,WD0513,15.176,12
POPH_1,WD0513,15.252,10
POPH_1,WD0513,15.289,10
POPH_1,WD0513,15.317,20
POPH_1,WD0513,15.394,20
POPH_1,WD0513,15.681,2
POPH_1,WD0513,15.721,18
POPH_1,WD0513,15.728,2
POPH_1,WD0513,15.803,18
POPH_1,WD0513,15.837,11
POPH_1,WD0513,15.919,22
POPH_1,WD0513,15.943,14
POPH_1,WD0513,15.949,11
POPH_1,WD0513,16.042,22
POPH_1,WD0513,16.113,4
POPH_1,WD0513,16.209,4
POPH_1,WD0513,16.263,7
POPH_1,WD0513,16.29,7
POPH_1,WD0513,16.472,6
POPH_1,WD0513,16.473,6
POPH_1,WD0513,16.643,13
POPH_1,WD0513,16.665,13
POPH_1,WD0513,16.671,19
POPH_1,WD0513,16.739,19
POPH_1,WD0513,16.967,16
POPH_1,WD0513,16.973,16
POPH_1,WD0513,18.602,9
POPH_1,WD0513,18.933,9
POPH_1,WSP,17.376,5
POPH_1,WSP,17.393,26
POPH_1,WSP,17.408,24
POPH_1,WSP,17.494,28
POPH_1,WSP,17.537,5
POPH_1,WSP,17.592,14
POPH_1,WSP,17.616,24
POPH_1,WSP,17.71,28
POPH_1,WSP,17.75,23
POPH_1,WSP,17.85,23
POPH_1,WSP,17.854,15
POPH_1,WSP,17.965,20
POPH_1,WSP,17.976,21
POPH_1,WSP,17.995,20
POPH_1,WSP,18.049,15
POPH_1,WSP,18.182,21
POPH_1,WSP,18.189,29
POPH_1,WSP,18.214,29
POPH_1,WSP,18.222,14
POPH_1,WSP,18.301,27
POPH_1,WSP,18.305,27
POPH_1,WSP,18.375,8
POPH_1,WSP,18.421,8
POPH_1,WSP,18.555,18
POPH_1,WSP,18.705,30
POPH_1,WSP,18.725,30
POPH_1,WSP,18.744,11
POPH_1,WSP,18.845,11
POPH_1,WSP,18.912,19
POPH_1,WSP,18.921,18
POPH_1,WSP,18.963,2
POPH_1,WSP,19.054,2
POPH_1,WSP,19.133,3
POPH_1,WSP,19.18,17
POPH_1,WSP,19.284,17
POPH_1,WSP,19.292,6
POPH_1,WSP,19.338,6
POPH_1,WSP,19.339,19
POPH_1,WSP,19.392,3
POPH_1,WSP,19.501,12
POPH_1,WSP,19.59,22
POPH_1,WSP,19.654,12
POPH_1,WSP,19.678,22
POPH_1,WSP,19.78,25
POPH_1,WSP,20.065,7
POPH_1,WSP,20.072,7
POPH_1,WSP,20.124,25
POPH_1,WSP,20.543,10
POPH_1,WSP,20.689,4
POPH_1,WSP,20.692,4
POPH_1,WSP,20.928,13
POPH_1,WSP,20.957,13
POPH_1,WSP,21.17,16
POPH_1,WSP,21.226,16
POPH_1,WSP,21.264,9
POPH_1,WSP,21.442,9
POPH_10,WD0513,13.097,3
POPH_10,WD0513,13.392,3
POPH_10,WD0513,13.395,16
POPH_10,WD0513,13.493,16
POPH_10,WD0513,13.621,5
POPH_10,WD0513,13.644,5
POPH_10,WD0513,13.793,17
POPH_10,WD0513,13.915,8
POPH_10,WD0513,13.935,24
POPH_10,WD0513,13.981,17
POPH_10,WD0513,14.015,24
POPH_10,WD0513,14.077,27
POPH_10,WD0513,14.239,8
POPH_10,WD0513,14.252,6
POPH_10,WD0513,14.32,27
POPH_10,WD0513,14.353,6
POPH_10,WD0513,14.436,28
POPH_10,WD0513,14.495,21
POPH_10,WD0513,14.55,30
POPH_10,WD0513,14.552,21
POPH_10,WD0513,14.568,28
POPH_10,WD0513,14.582,10
POPH_10,WD0513,14.618,25
POPH_10,WD0513,14.713,10
POPH_10,WD0513,14.862,30
POPH_10,WD0513,14.898,25
POPH_10,WD0513,15.055,26
POPH_10,WD0513,15.071,26
POPH_10,WD0513,15.209,23
POPH_10,WD0513,15.249,23
POPH_10,WD0513,15.404,20
POPH_10,WD0513,15.549,20
POPH_10,WD0513,15.644,18
POPH_10,WD0513,15.737,18
POPH_10,WD0513,15.814,9
POPH_10,WD0513,15.819,9
POPH_10,WD0513,16.277,7
POPH_10,WD0513,16.375,7
POPH_10,WD0513,16.491,4
POPH_10,WD0513,16.499,4
POPH_10,WD0513,16.79,11
POPH_10,WD0513,16.914,19
POPH_10,WD0513,17.239,19
POPH_10,WD0513,17.241,11
POPH_10,WSP,17.566,26
POPH_10,WSP,17.605,16
POPH_10,WSP,17.632,5
POPH_10,WSP,17.645,5
POPH_10,WSP,17.666,16
POPH_10,WSP,17.703,6
POPH_10,WSP,17.729,6
POPH_10,WSP,17.911,24
POPH_10,WSP,17.917,21
POPH_10,WSP,17.938,24
POPH_10,WSP,18.108,28
POPH_10,WSP,18.147,23
POPH_10,WSP,18.151,23
POPH_10,WSP,18.167,27
POPH_10,WSP,18.217,21
POPH_10,WSP,18.245,20
POPH_10,WSP,18.31,9
POPH_10,WSP,18.363,27
POPH_10,WSP,18.388,28
POPH_10,WSP,18.443,20
POPH_10,WSP,18.46,9
POPH_10,WSP,18.49,18
POPH_10,WSP,18.66,8
POPH_10,WSP,18.709,8
POPH_10,WSP,18.839,18
POPH_10,WSP,18.844,3
POPH_10,WSP,18.898,3
POPH_10,WSP,18.941,17
POPH_10,WSP,19.077,17
POPH_10,WSP,19.439,30
POPH_10,WSP,19.474,30
POPH_10,WSP,19.574,10
POPH_10,WSP,19.582,10
POPH_10,WSP,19.637,19
POPH_10,WSP,19.731,19
POPH_10,WSP,19.94,25
POPH_10,WSP,19.986,25
POPH_10,WSP,20.206,11
POPH_10,WSP,20.23,11
POPH_10,WSP,20.465,7
POPH_10,WSP,20.533,7
POPH_10,WSP,20.981,4
POPH_10,WSP,21.001,4
POPH_2,WD0513,13.145,15
POPH_2,WD0513,13.225,15
POPH_2,WD0513,13.29,5
POPH_2,WD0513,13.412,6
POPH_2,WD0513,13.42,6
POPH_2,WD0513,13.433,14
POPH_2,WD0513,13.511,5
POPH_2,WD0513,13.818,3
POPH_2,WD0513,13.959,28
POPH_2,WD0513,13.964,17
POPH_2,WD0513,13.983,17
POPH_2,WD0513,14.074,24
POPH_2,WD0513,14.112,16
POPH_2,WD0513,14.119,3
POPH_2,WD0513,14.12,8
POPH_2,WD0513,14.171,28
POPH_2,WD0513,14.183,30
POPH_2,WD0513,14.214,30
POPH_2,WD0513,14.231,24
POPH_2,WD0513,14.283,8
POPH_2,WD0513,14.352,27
POPH_2,WD0513,14.411,16
