sample,gene,cts
wMelOctoless_7_8,RPL32,25.051
wMelOctoless_7_9,RPL32,25.394
wMelOctoless_7_9,RPL32,25.426
wMelOctoless_7_10,RPL32,25.606
wMelOctoless_7_10,RPL32,25.623
Cal-wMelCS-b_0_12,RPL32,25.614
Cal-wMelCS-b_0_12,RPL32,25.628
wMelCS-b_7_1,WSP,21.21
wMelCS-b_7_1,WSP,21.199
wMelCS-b_7_2,WSP,21.208
wMelCS-b_7_2,WSP,21.301
wMelCS-b_7_3,WSP,21.325
wMelCS-b_7_3,WSP,21.163
wMelCS-b_7_4,WSP,21.299
wMelCS-b_7_4,WSP,21.526
wMelCS-b_7_5,WSP,20.96
wMelCS-b_7_5,WSP,21.068
wMelCS-b_7_6,WSP,21.037
wMelCS-b_7_6,WSP,21.002
wMelCS-b_7_7,WSP,21.158
wMelCS-b_7_7,WSP,21.091
wMelCS-b_7_8,WSP,20.931
wMelCS-b_7_8,WSP,21.125
wMelCS-b_7_9,WSP,21.151
wMelCS-b_7_9,WSP,21.209
wMelCS-b_7_10,WSP,21.843
wMelCS-b_7_10,WSP,21.925
Cal-wMelCS-b_0_13,WSP,22.472
Cal-wMelCS-b_0_13,WSP,22.326
wMelCS-b_7_1,RPL32,24.906
wMelCS-b_7_1,RPL32,24.953
wMelCS-b_7_2,RPL32,25.018
wMelCS-b_7_2,RPL32,25.091
wMelCS-b_7_3,RPL32,24.932
wMelCS-b_7_3,RPL32,25.17
wMelCS-b_7_4,RPL32,25.505
wMelCS-b_7_4,RPL32,25.432
wMelCS-b_7_5,RPL32,25.21
wMelCS-b_7_5,RPL32,25.375
wMelCS-b_7_6,RPL32,24.836
wMelCS-b_7_6,RPL32,24.79
wMelCS-b_7_7,RPL32,25.3
wMelCS-b_7_7,RPL32,25.113
wMelCS-b_7_8,RPL32,25.096
wMelCS-b_7_8,RPL32,25.223
wMelCS-b_7_9,RPL32,25.446
wMelCS-b_7_9,RPL32,25.445
wMelCS-b_7_10,RPL32,25.752
wMelCS-b_7_10,RPL32,25.463
Cal-wMelCS-b_0_13,RPL32,25.695
Cal-wMelCS-b_0_13,RPL32,25.78
wMelOctoless2_7_1,WSP,17.643
wMelOctoless2_7_1,WSP,17.687
wMelOctoless2_7_2,WSP,17.67
wMelOctoless2_7_2,WSP,17.694
wMelOctoless2_7_3,WSP,17.693
wMelOctoless2_7_3,WSP,17.722
wMelOctoless2_7_4,WSP,17.91
wMelOctoless2_7_4,WSP,18.152
wMelOctoless2_7_5,WSP,18.238
wMelOctoless2_7_5,WSP,18.338
wMelOctoless2_7_6,WSP,17.691
wMelOctoless2_7_6,WSP,17.653
wMelOctoless2_7_7,WSP,18.18
wMelOctoless2_7_7,WSP,17.956
wMelOctoless2_7_8,WSP,17.798
wMelOctoless2_7_8,WSP,17.788
wMelOctoless2_7_9,WSP,17.95
wMelOctoless2_7_9,WSP,18.067
wMelOctoless2_7_10,WSP,17.941
wMelOctoless2_7_10,WSP,17.957
Cal-wMelCS-b_0_14,WSP,22.349
Cal-wMelCS-b_0_14,WSP,22.21
wMelOctoless2_7_1,RPL32,25.567
wMelOctoless2_7_1,RPL32,25.403
wMelOctoless2_7_2,RPL32,24.891
wMelOctoless2_7_2,RPL32,25.176
wMelOctoless2_7_3,RPL32,24.963
wMelOctoless2_7_3,RPL32,25.209
wMelOctoless2_7_4,RPL32,25.424
wMelOctoless2_7_4,RPL32,25.458
wMelOctoless2_7_5,RPL32,25.523
wMelOctoless2_7_5,RPL32,25.67
wMelOctoless2_7_6,RPL32,25.072
wMelOctoless2_7_6,RPL32,24.892
wMelOctoless2_7_7,RPL32,25.59
wMelOctoless2_7_7,RPL32,25.259
wMelOctoless2_7_8,RPL32,25.183
wMelOctoless2_7_8,RPL32,25.319
wMelOctoless2_7_9,RPL32,25.313
wMelOctoless2_7_9,RPL32,25.277
wMelOctoless2_7_10,RPL32,25.681
wMelOctoless2_7_10,RPL32,25.677
Cal-wMelCS-b_0_14,RPL32,26.176
Cal-wMelCS-b_0_14,RPL32,26.058
Cal-wMelCS-b_0_15,WSP,22.396
Cal-wMelCS-b_0_15,WSP,22.323
Cal-wMelCS-b_0_15,RPL32,25.995
Cal-wMelCS-b_0_15,RPL32,26
Cal-wMelCS-b_0_16,WSP,22.063
Cal-wMelCS-b_0_16,WSP,22.075
Cal-wMelCS-b_0_16,RPL32,25.853
Cal-wMelCS-b_0_16,RPL32,25.476
