gene,cts,sample,plate,experimental_replicate,temperature
WSP,22.243,OCTO_A_2,1,2,18
WSP,28.394,CSB_C_2,1,2,18
WSP,28.511,CSB_C_2,1,2,18
WSP,27.403,POP2L_C_1,1,2,18
RPL32,26.963,OCTO_F_2,1,2,18
RPL32,27.993,POP2L_C_1,1,2,18
RPL32,27.095,POPL_F_1,1,2,18
RPL32,27.041,POPL_F_1,1,2,18
RPL32,26.974,POPL_E_9,1,2,18
RPL32,27.191,POPL_E_9,1,2,18
RPL32,27.6,POPL_B_2,1,2,18
RPL32,27.668,POPL_B_2,1,2,18
RPL32,27.1,POPL_F_9,1,2,18
RPL32,26.99,POPL_F_9,1,2,18
RPL32,27.191,POPH_F_2,1,2,18
RPL32,27.031,OCTO_F_2,1,2,18
RPL32,27.456,POPH_F_2,1,2,18
RPL32,27.168,CSB_F_1,1,2,18
RPL32,27.066,CSB_F_1,1,2,18
RPL32,26.603,CSB-REF_A_6,1,2,18
RPL32,26.423,CSB-REF_A_6,1,2,18
RPL32,26.987,POPH_F_1,1,2,18
RPL32,26.731,POPH_F_1,1,2,18
RPL32,26.622,OCTO_A_2,1,2,18
RPL32,26.752,OCTO_A_2,1,2,18
RPL32,27.033,CSB_C_2,1,2,18
RPL32,27.003,CSB_C_2,1,2,18
RPL32,27.347,POP2L_C_1,1,2,18
WSP,21.442,POPH_F_4,2,2,18
WSP,27.254,CSB_C_4,2,2,18
WSP,26.177,POP2H_A_4,2,2,18
WSP,26.377,POP2H_A_4,2,2,18
WSP,20.953,OCTO_F_3,2,2,18
WSP,21.003,OCTO_F_3,2,2,18
WSP,21.487,POP2H_F_9,2,2,18
WSP,21.526,POP2H_F_9,2,2,18
WSP,23.282,POPH_E_3,2,2,18
WSP,23.345,POPH_E_3,2,2,18
WSP,26,POP2H_B_9,2,2,18
WSP,21.592,POPH_F_4,2,2,18
WSP,25.96,POP2H_B_9,2,2,18
WSP,27.742,POP2L_A_4,2,2,18
WSP,27.706,POP2L_A_4,2,2,18
WSP,28.568,CSB-REF_A_1,2,2,18
WSP,28.319,CSB-REF_A_1,2,2,18
WSP,24.66,OCTO_A_9,2,2,18
WSP,24.623,OCTO_A_9,2,2,18
WSP,25.71,POPL_D_3,2,2,18
WSP,25.697,POPL_D_3,2,2,18
WSP,23.548,POP2H_E_3,2,2,18
WSP,23.617,POP2H_E_3,2,2,18
WSP,26.941,CSB_C_4,2,2,18
RPL32,27.125,POPH_F_4,2,2,18
RPL32,27.953,CSB_C_4,2,2,18
RPL32,26.797,POP2H_A_4,2,2,18
RPL32,26.82,POP2H_A_4,2,2,18
RPL32,27.17,OCTO_F_3,2,2,18
RPL32,27.386,OCTO_F_3,2,2,18
RPL32,27.556,POP2H_F_9,2,2,18
RPL32,27.649,POP2H_F_9,2,2,18
RPL32,27.572,POPH_E_3,2,2,18
RPL32,27.162,POPH_E_3,2,2,18
RPL32,26.676,POP2H_B_9,2,2,18
RPL32,27.292,POPH_F_4,2,2,18
RPL32,26.699,POP2H_B_9,2,2,18
RPL32,28.023,POP2L_A_4,2,2,18
RPL32,28.034,POP2L_A_4,2,2,18
RPL32,27.307,CSB-REF_A_1,2,2,18
RPL32,27.301,CSB-REF_A_1,2,2,18
RPL32,26.88,OCTO_A_9,2,2,18
RPL32,26.943,OCTO_A_9,2,2,18
RPL32,27.042,POPL_D_3,2,2,18
RPL32,27.214,POPL_D_3,2,2,18
RPL32,27.477,POP2H_E_3,2,2,18
RPL32,27.47,POP2H_E_3,2,2,18
RPL32,27.581,CSB_C_4,2,2,18
WSP,27.302,POPL_B_3,2,2,18
WSP,25.543,POP2L_A_3,2,2,18
WSP,26.843,CSB_D_4,2,2,18
WSP,27.379,CSB_D_4,2,2,18
WSP,27.4,POP2L_B_3,2,2,18
WSP,27.431,POP2L_B_3,2,2,18
WSP,23.954,OCTO_D_4,2,2,18
WSP,23.944,OCTO_D_4,2,2,18
WSP,26.305,POP2H_D_5,2,2,18
WSP,26.352,POP2H_D_5,2,2,18
WSP,19.257,OCTO_E_3,2,2,18
WSP,27.259,POPL_B_3,2,2,18
WSP,19.091,OCTO_E_3,2,2,18
WSP,22.608,OCTO_F_4,2,2,18
WSP,22.653,OCTO_F_4,2,2,18
WSP,26.542,CSB-REF_A_2,2,2,18
WSP,26.402,CSB-REF_A_2,2,2,18
WSP,22.77,OCTO_D_3,2,2,18
WSP,22.591,OCTO_D_3,2,2,18
WSP,23.233,OCTO_A_4,2,2,18
WSP,23.13,OCTO_A_4,2,2,18
WSP,21.537,POP2H_E_4,2,2,18
WSP,21.472,POP2H_E_4,2,2,18
WSP,25.565,POP2L_A_3,2,2,18
RPL32,27.497,POPL_B_3,2,2,18
RPL32,26.736,POP2L_A_3,2,2,18
RPL32,27.521,CSB_D_4,2,2,18
RPL32,27.513,CSB_D_4,2,2,18
RPL32,27.476,POP2L_B_3,2,2,18
RPL32,27.785,POP2L_B_3,2,2,18
RPL32,27.491,OCTO_D_4,2,2,18
RPL32,27.695,OCTO_D_4,2,2,18
RPL32,27.49,POP2H_D_5,2,2,18
RPL32,27.466,POP2H_D_5,2,2,18
RPL32,26.323,OCTO_E_3,2,2,18
RPL32,27.64,POPL_B_3,2,2,18
RPL32,26.478,OCTO_E_3,2,2,18
RPL32,28.719,OCTO_F_4,2,2,18
RPL32,28.244,OCTO_F_4,2,2,18
RPL32,26.724,CSB-REF_A_2,2,2,18
RPL32,26.912,CSB-REF_A_2,2,2,18
RPL32,27.188,OCTO_D_3,2,2,18
RPL32,27.403,OCTO_D_3,2,2,18
RPL32,27.04,OCTO_A_4,2,2,18
RPL32,27.033,OCTO_A_4,2,2,18
RPL32,27.173,POP2H_E_4,2,2,18
RPL32,27.324,POP2H_E_4,2,2,18
RPL32,27.03,POP2L_A_3,2,2,18
WSP,22.796,CSB_C_3,2,2,18
WSP,21.541,POP2H_F_4,2,2,18
WSP,26.094,POP2H_B_4,2,2,18
WSP,26.328,POP2H_B_4,2,2,18
WSP,23.736,POP2H_E_9,2,2,18
WSP,23.699,POP2H_E_9,2,2,18
WSP,21.586,POPH_F_3,2,2,18
WSP,21.637,POPH_F_3,2,2,18
WSP,24.391,CSB_F_3,2,2,18
WSP,24.596,CSB_F_3,2,2,18
WSP,25.351,POPL_A_3,2,2,18
WSP,23.106,CSB_C_3,2,2,18
WSP,25.52,POPL_A_3,2,2,18
WSP,29.676,CSB_B_4,2,2,18
WSP,30.49,CSB_B_4,2,2,18
WSP,27.594,CSB-REF_A_3,2,2,18
WSP,27.428,CSB-REF_A_3,2,2,18
WSP,21.918,POP2H_A_9,2,2,18
WSP,22.225,POP2H_A_9,2,2,18
WSP,27.565,CSB_A_4,2,2,18
WSP,27.467,CSB_A_4,2,2,18
WSP,26.769,POP2L_B_4,2,2,18
WSP,26.549,POP2L_B_4,2,2,18
WSP,21.6,POP2H_F_4,2,2,18
RPL32,27.054,CSB_C_3,2,2,18
RPL32,27.285,POP2H_F_4,2,2,18
RPL32,27.604,POP2H_B_4,2,2,18
RPL32,27.466,POP2H_B_4,2,2,18
RPL32,27.439,POP2H_E_9,2,2,18
RPL32,27.553,POP2H_E_9,2,2,18
RPL32,27.239,POPH_F_3,2,2,18
RPL32,27.391,POPH_F_3,2,2,18
RPL32,27.278,CSB_F_3,2,2,18
RPL32,27.194,CSB_F_3,2,2,18
RPL32,26.427,POPL_A_3,2,2,18
RPL32,27.099,CSB_C_3,2,2,18
RPL32,26.581,POPL_A_3,2,2,18
RPL32,29.384,CSB_B_4,2,2,18
RPL32,29.967,CSB_B_4,2,2,18
RPL32,27.114,CSB-REF_A_3,2,2,18
RPL32,27.1,CSB-REF_A_3,2,2,18
RPL32,26.749,POP2H_A_9,2,2,18
RPL32,26.917,POP2H_A_9,2,2,18
RPL32,26.958,CSB_A_4,2,2,18
RPL32,26.636,CSB_A_4,2,2,18
RPL32,27.438,POP2L_B_4,2,2,18
RPL32,27.988,POP2L_B_4,2,2,18
RPL32,27.158,POP2H_F_4,2,2,18
WSP,24.891,POP2H_C_3,2,2,18
WSP,21.79,POPH_C_3,2,2,18
WSP,23.777,OCTO_D_10,2,2,18
WSP,23.734,OCTO_D_10,2,2,18
WSP,26.923,OCTO_A_3,2,2,18
WSP,26.778,OCTO_A_3,2,2,18
WSP,20.652,POPH_D_3,2,2,18
WSP,21.177,POPH_D_3,2,2,18
WSP,22.827,POPH_E_4,2,2,18
WSP,22.907,POPH_E_4,2,2,18
WSP,22.609,POP2H_F_3,2,2,18
WSP,24.927,POP2H_C_3,2,2,18
WSP,22.63,POP2H_F_3,2,2,18
WSP,25.601,OCTO_B_4,2,2,18
WSP,25.681,OCTO_B_4,2,2,18
WSP,27.824,CSB-REF_A_4,2,2,18
WSP,27.868,CSB-REF_A_4,2,2,18
WSP,21.87,CSB_E_4,2,2,18
WSP,21.764,CSB_E_4,2,2,18
WSP,26.271,POPL_E_3,2,2,18
WSP,26.062,POPL_E_3,2,2,18
WSP,23.137,POP2H_B_3,2,2,18
WSP,23.074,POP2H_B_3,2,2,18
WSP,21.763,POPH_C_3,2,2,18
RPL32,27.455,POP2H_C_3,2,2,18
RPL32,27.003,POPH_C_3,2,2,18
RPL32,27.614,OCTO_D_10,2,2,18
RPL32,27.623,OCTO_D_10,2,2,18
RPL32,26.825,OCTO_A_3,2,2,18
RPL32,27.122,OCTO_A_3,2,2,18
RPL32,27.198,POPH_D_3,2,2,18
RPL32,27.205,POPH_D_3,2,2,18
RPL32,27.524,POPH_E_4,2,2,18
RPL32,27.645,POPH_E_4,2,2,18
RPL32,26.801,POP2H_F_3,2,2,18
RPL32,27.414,POP2H_C_3,2,2,18
RPL32,26.876,POP2H_F_3,2,2,18
RPL32,28.988,OCTO_B_4,2,2,18
RPL32,28.683,OCTO_B_4,2,2,18
RPL32,27.045,CSB-REF_A_4,2,2,18
RPL32,26.983,CSB-REF_A_4,2,2,18
RPL32,26.816,CSB_E_4,2,2,18
RPL32,26.757,CSB_E_4,2,2,18
RPL32,27.49,POPL_E_3,2,2,18
RPL32,27.587,POPL_E_3,2,2,18
RPL32,27.063,POP2H_B_3,2,2,18
RPL32,27.268,POP2H_B_3,2,2,18
RPL32,27.021,POPH_C_3,2,2,18
WSP,29.424,POP2L_C_3,2,2,18
WSP,22.609,OCTO_C_9,2,2,18
WSP,25.732,POP2L_E_4,2,2,18
WSP,25.806,POP2L_E_4,2,2,18
WSP,24.168,POP2H_D_3,2,2,18
WSP,24.066,POP2H_D_3,2,2,18
WSP,20.773,OCTO_E_4,2,2,18
WSP,20.743,OCTO_E_4,2,2,18
WSP,26.194,CSB_E_3,2,2,18
WSP,26.722,CSB_E_3,2,2,18
WSP,25.754,CSB_A_3,2,2,18
WSP,29.484,POP2L_C_3,2,2,18
WSP,25.833,CSB_A_3,2,2,18
WSP,26.814,POP2H_C_9,2,2,18
WSP,26.84,POP2H_C_9,2,2,18
WSP,27.653,CSB-REF_A_5,2,2,18
WSP,27.909,CSB-REF_A_5,2,2,18
WSP,27.185,POPL_C_4,2,2,18
WSP,26.954,POPL_C_4,2,2,18
WSP,22.799,POPH_B_4,2,2,18
WSP,22.614,POPH_B_4,2,2,18
WSP,24.677,POPL_A_4,2,2,18
WSP,24.766,POPL_A_4,2,2,18
WSP,22.523,OCTO_C_9,2,2,18
RPL32,27.647,POP2L_C_3,2,2,18
RPL32,27.342,OCTO_C_9,2,2,18
RPL32,27.587,POP2L_E_4,2,2,18
RPL32,27.576,POP2L_E_4,2,2,18
RPL32,27.559,POP2H_D_3,2,2,18
RPL32,27.392,POP2H_D_3,2,2,18
RPL32,27.467,OCTO_E_4,2,2,18
RPL32,27.532,OCTO_E_4,2,2,18
RPL32,27.715,CSB_E_3,2,2,18
RPL32,27.476,CSB_E_3,2,2,18
RPL32,26.617,CSB_A_3,2,2,18
RPL32,27.79,POP2L_C_3,2,2,18
RPL32,26.389,CSB_A_3,2,2,18
RPL32,28.823,POP2H_C_9,2,2,18
RPL32,28.823,POP2H_C_9,2,2,18
RPL32,26.915,CSB-REF_A_5,2,2,18
RPL32,26.861,CSB-REF_A_5,2,2,18
RPL32,27.295,POPL_C_4,2,2,18
RPL32,27.318,POPL_C_4,2,2,18
RPL32,27.167,POPH_B_4,2,2,18
RPL32,26.99,POPH_B_4,2,2,18
RPL32,26.67,POPL_A_4,2,2,18
RPL32,26.759,POPL_A_4,2,2,18
RPL32,27.111,OCTO_C_9,2,2,18
WSP,25.458,POPL_C_3,2,2,18
WSP,26.887,CSB_B_3,2,2,18
WSP,23.682,POPH_C_4,2,2,18
WSP,23.391,POPH_C_4,2,2,18
WSP,24.223,POPL_D_4,2,2,18
WSP,24.076,POPL_D_4,2,2,18
WSP,25.208,CSB_F_4,2,2,18
WSP,25.153,CSB_F_4,2,2,18
WSP,24.479,POPH_B_3,2,2,18
WSP,24.424,POPH_B_3,2,2,18
WSP,23.401,POPL_E_4,2,2,18
WSP,25.427,POPL_C_3,2,2,18
WSP,23.422,POPL_E_4,2,2,18
WSP,24.283,POPH_C_9,2,2,18
WSP,24.239,POPH_C_9,2,2,18
WSP,24.349,CSB-REF_A_6,2,2,18
WSP,24.098,CSB-REF_A_6,2,2,18
WSP,23.873,POPL_F_4,2,2,18
WSP,23.822,POPL_F_4,2,2,18
WSP,24.87,POPH_A_3,2,2,18
WSP,24.908,POPH_A_3,2,2,18
WSP,26.37,POPL_B_4,2,2,18
WSP,25.962,POPL_B_4,2,2,18
WSP,27.067,CSB_B_3,2,2,18
RPL32,27.473,POPL_C_3,2,2,18
RPL32,27.418,CSB_B_3,2,2,18
RPL32,27.846,POPH_C_4,2,2,18
RPL32,27.671,POPH_C_4,2,2,18
RPL32,27.418,POPL_D_4,2,2,18
RPL32,27.573,POPL_D_4,2,2,18
RPL32,27.366,CSB_F_4,2,2,18
RPL32,27.449,CSB_F_4,2,2,18
RPL32,27.225,POPH_B_3,2,2,18
RPL32,27.419,POPH_B_3,2,2,18
RPL32,26.718,POPL_E_4,2,2,18
RPL32,27.636,POPL_C_3,2,2,18
RPL32,26.856,POPL_E_4,2,2,18
RPL32,28.887,POPH_C_9,2,2,18
RPL32,28.597,POPH_C_9,2,2,18
RPL32,26.514,CSB-REF_A_6,2,2,18
RPL32,26.578,CSB-REF_A_6,2,2,18
RPL32,27.359,POPL_F_4,2,2,18
RPL32,27.529,POPL_F_4,2,2,18
RPL32,26.641,POPH_A_3,2,2,18
RPL32,26.563,POPH_A_3,2,2,18
RPL32,27.283,POPL_B_4,2,2,18
RPL32,27.417,POPL_B_4,2,2,18
RPL32,27.332,CSB_B_3,2,2,18
WSP,25.812,OCTO_B_9,2,2,18
WSP,27.825,CSB_D_3,2,2,18
WSP,26.487,POP2L_D_3,2,2,18
WSP,26.236,POP2L_D_3,2,2,18
WSP,19.979,OCTO_C_3,2,2,18
WSP,19.961,OCTO_C_3,2,2,18
WSP,24.661,POPH_A_9,2,2,18
WSP,24.74,POPH_A_9,2,2,18
WSP,21.564,OCTO_F_10,2,2,18
WSP,21.373,OCTO_F_10,2,2,18
WSP,20.399,POPH_D_9,2,2,18
WSP,25.972,OCTO_B_9,2,2,18
WSP,20.422,POPH_D_9,2,2,18
WSP,26.745,POP2L_D_4,2,2,18
WSP,26.755,POP2L_D_4,2,2,18
WSP,26.407,POP2H_C_4,2,2,18
WSP,26.143,POP2H_C_4,2,2,18
WSP,22.623,POP2L_F_3,2,2,18
WSP,22.523,POP2L_F_3,2,2,18
WSP,25.53,POP2H_A_3,2,2,18
WSP,25.616,POP2H_A_3,2,2,18
WSP,27.62,CSB_D_3,2,2,18
RPL32,27.603,OCTO_B_9,2,2,18
RPL32,27.783,CSB_D_3,2,2,18
RPL32,27.567,POP2L_D_3,2,2,18
RPL32,27.984,POP2L_D_3,2,2,18
RPL32,27.22,OCTO_C_3,2,2,18
RPL32,27.495,OCTO_C_3,2,2,18
RPL32,27.093,POPH_A_9,2,2,18
RPL32,26.876,POPH_A_9,2,2,18
RPL32,26.994,OCTO_F_10,2,2,18
RPL32,27.563,OCTO_F_10,2,2,18
RPL32,26.406,POPH_D_9,2,2,18
RPL32,27.555,OCTO_B_9,2,2,18
RPL32,26.486,POPH_D_9,2,2,18
RPL32,28.695,POP2L_D_4,2,2,18
RPL32,28.42,POP2L_D_4,2,2,18
RPL32,27.607,POP2H_C_4,2,2,18
RPL32,27.5,POP2H_C_4,2,2,18
RPL32,27.233,POP2L_F_3,2,2,18
RPL32,27.32,POP2L_F_3,2,2,18
RPL32,26.92,POP2H_A_3,2,2,18
RPL32,27.72,POP2H_A_3,2,2,18
RPL32,27.638,CSB_D_3,2,2,18
WSP,21,OCTO_E_9,2,2,18
WSP,24.829,POP2H_D_10,2,2,18
WSP,24.472,POPH_B_9,2,2,18
WSP,24.675,POPH_B_9,2,2,18
WSP,23.43,POPL_F_3,2,2,18
WSP,23.436,POPL_F_3,2,2,18
WSP,23.754,POP2L_F_4,2,2,18
WSP,23.493,POP2L_F_4,2,2,18
WSP,21.615,POPH_D_4,2,2,18
WSP,21.631,POPH_D_4,2,2,18
WSP,25.721,POP2L_C_4,2,2,18
WSP,21.072,OCTO_E_9,2,2,18
WSP,25.653,POP2L_C_4,2,2,18
WSP,27.627,OCTO_B_3,2,2,18
WSP,27.577,OCTO_B_3,2,2,18
WSP,23.549,OCTO_C_4,2,2,18
WSP,23.566,OCTO_C_4,2,2,18
WSP,25.911,POP2L_E_3,2,2,18
WSP,25.999,POP2L_E_3,2,2,18
WSP,27.466,POPH_A_4,2,2,18
WSP,27.158,POPH_A_4,2,2,18
WSP,24.968,POP2H_D_10,2,2,18
RPL32,27.357,OCTO_E_9,2,2,18
RPL32,27.479,POP2H_D_10,2,2,18
RPL32,27.615,POPH_B_9,2,2,18
RPL32,27.493,POPH_B_9,2,2,18
RPL32,27.371,POPL_F_3,2,2,18
RPL32,27.127,POPL_F_3,2,2,18
RPL32,27.377,POP2L_F_4,2,2,18
RPL32,27.355,POP2L_F_4,2,2,18
RPL32,27.306,POPH_D_4,2,2,18
RPL32,27.592,POPH_D_4,2,2,18
RPL32,26.803,POP2L_C_4,2,2,18
RPL32,27.45,OCTO_E_9,2,2,18
RPL32,26.783,POP2L_C_4,2,2,18
RPL32,29.044,OCTO_B_3,2,2,18
RPL32,29.081,OCTO_B_3,2,2,18
RPL32,27.634,OCTO_C_4,2,2,18
RPL32,27.632,OCTO_C_4,2,2,18
RPL32,27.49,POP2L_E_3,2,2,18
RPL32,27.337,POP2L_E_3,2,2,18
RPL32,26.832,POPH_A_4,2,2,18
RPL32,27.154,POPH_A_4,2,2,18
RPL32,27.43,POP2H_D_10,2,2,18
WSP,26.149,CSB_B_10,3,2,18
WSP,25.226,POP2L_A_6,3,2,18
WSP,28.216,CSB_A_10,3,2,18
WSP,28.502,CSB_A_10,3,2,18
WSP,19.649,OCTO_E_5,3,2,18
WSP,19.747,OCTO_E_5,3,2,18
WSP,27.682,POP2H_B_6,3,2,18
WSP,27.685,POP2H_B_6,3,2,18
WSP,21.671,POPH_D_6,3,2,18
WSP,21.764,POPH_D_6,3,2,18
WSP,28.409,OCTO_B_6,3,2,18
WSP,26.151,CSB_B_10,3,2,18
WSP,28.811,OCTO_B_6,3,2,18
WSP,24.938,POP2H_D_6,3,2,18
WSP,25.118,POP2H_D_6,3,2,18
WSP,27.168,POP2L_C_5,3,2,18
WSP,26.981,POP2L_C_5,3,2,18
WSP,25.081,OCTO_A_6,3,2,18
WSP,24.985,OCTO_A_6,3,2,18
WSP,22.467,POPH_F_6,3,2,18
WSP,22.307,POPH_F_6,3,2,18
WSP,26.837,POP2L_E_10,3,2,18
WSP,26.822,POP2L_E_10,3,2,18
WSP,25.125,POP2L_A_6,3,2,18
RPL32,27.362,CSB_B_10,3,2,18
RPL32,26.91,POP2L_A_6,3,2,18
RPL32,26.616,CSB_A_10,3,2,18
RPL32,26.502,CSB_A_10,3,2,18
RPL32,26.717,OCTO_E_5,3,2,18
RPL32,27.066,OCTO_E_5,3,2,18
RPL32,27.331,POP2H_B_6,3,2,18
RPL32,27.447,POP2H_B_6,3,2,18
RPL32,27.042,POPH_D_6,3,2,18
RPL32,26.937,POPH_D_6,3,2,18
RPL32,28.016,OCTO_B_6,3,2,18
RPL32,27.314,CSB_B_10,3,2,18
RPL32,28.156,OCTO_B_6,3,2,18
RPL32,27.398,POP2H_D_6,3,2,18
RPL32,27.331,POP2H_D_6,3,2,18
RPL32,27.827,POP2L_C_5,3,2,18
RPL32,27.539,POP2L_C_5,3,2,18
RPL32,26.689,OCTO_A_6,3,2,18
RPL32,26.72,OCTO_A_6,3,2,18
RPL32,27.187,POPH_F_6,3,2,18
RPL32,27.131,POPH_F_6,3,2,18
RPL32,27.583,POP2L_E_10,3,2,18
RPL32,27.537,POP2L_E_10,3,2,18
RPL32,26.55,POP2L_A_6,3,2,18
WSP,22.881,POPH_D_5,3,2,18
WSP,28.482,CSB_D_10,3,2,18
WSP,23.316,POP2H_F_5,3,2,18
WSP,23.334,POP2H_F_5,3,2,18
WSP,24.196,POPL_F_10,3,2,18
WSP,24.204,POPL_F_10,3,2,18
WSP,28.306,CSB_C_5,3,2,18
WSP,28.36,CSB_C_5,3,2,18
WSP,23.936,POPL_F_5,3,2,18
WSP,23.901,POPL_F_5,3,2,18
WSP,25.797,OCTO_A_5,3,2,18
WSP,22.852,POPH_D_5,3,2,18
WSP,25.927,OCTO_A_5,3,2,18
WSP,27.206,POPH_A_5,3,2,18
WSP,27.359,POPH_A_5,3,2,18
WSP,24.581,POP2L_D_9,3,2,18
WSP,24.552,POP2L_D_9,3,2,18
WSP,25.758,CSB_F_5,3,2,18
WSP,25.845,CSB_F_5,3,2,18
WSP,26.955,POP2L_A_5,3,2,18
WSP,26.945,POP2L_A_5,3,2,18
WSP,27.587,POPL_A_6,3,2,18
WSP,27.41,POPL_A_6,3,2,18
WSP,28.788,CSB_D_10,3,2,18
RPL32,27.065,POPH_D_5,3,2,18
RPL32,27.341,CSB_D_10,3,2,18
RPL32,27.443,POP2H_F_5,3,2,18
RPL32,27.452,POP2H_F_5,3,2,18
RPL32,27.216,POPL_F_10,3,2,18
RPL32,27.203,POPL_F_10,3,2,18
RPL32,27.316,CSB_C_5,3,2,18
RPL32,27.356,CSB_C_5,3,2,18
RPL32,27.096,POPL_F_5,3,2,18
RPL32,27.222,POPL_F_5,3,2,18
RPL32,26.711,OCTO_A_5,3,2,18
RPL32,27.04,POPH_D_5,3,2,18
RPL32,26.951,OCTO_A_5,3,2,18
RPL32,27.028,POPH_A_5,3,2,18
RPL32,26.982,POPH_A_5,3,2,18
RPL32,27.241,POP2L_D_9,3,2,18
RPL32,27.002,POP2L_D_9,3,2,18
RPL32,27.376,CSB_F_5,3,2,18
RPL32,27.407,CSB_F_5,3,2,18
RPL32,26.724,POP2L_A_5,3,2,18
RPL32,26.723,POP2L_A_5,3,2,18
RPL32,26.729,POPL_A_6,3,2,18
RPL32,26.953,POPL_A_6,3,2,18
RPL32,27.301,CSB_D_10,3,2,18
WSP,25.614,POPH_B_5,3,2,18
WSP,28.34,POPL_C_6,3,2,18
WSP,27.816,POP2H_A_6,3,2,18
WSP,27.541,POP2H_A_6,3,2,18
WSP,29.063,CSB_A_5,3,2,18
WSP,29.2,CSB_A_5,3,2,18
WSP,24.232,POPH_F_5,3,2,18
WSP,24.233,POPH_F_5,3,2,18
WSP,24.433,OCTO_D_5,3,2,18
WSP,24.402,OCTO_D_5,3,2,18
WSP,28.275,POP2L_C_10,3,2,18
WSP,25.629,POPH_B_5,3,2,18
WSP,28.371,POP2L_C_10,3,2,18
WSP,26.849,POPL_D_5,3,2,18
WSP,27.145,POPL_D_5,3,2,18
WSP,29.538,CSB-REF_A_1,3,2,18
WSP,29.839,CSB-REF_A_1,3,2,18
WSP,25.719,POP2H_C_5,3,2,18
WSP,25.77,POP2H_C_5,3,2,18
WSP,27.556,POP2L_B_5,3,2,18
WSP,27.579,POP2L_B_5,3,2,18
WSP,27.886,POPL_D_6,3,2,18
WSP,27.928,POPL_D_6,3,2,18
WSP,27.997,POPL_C_6,3,2,18
RPL32,27.153,POPH_B_5,3,2,18
RPL32,27.603,POPL_C_6,3,2,18
RPL32,26.991,POP2H_A_6,3,2,18
RPL32,27.141,POP2H_A_6,3,2,18
RPL32,27.059,CSB_A_5,3,2,18
RPL32,27.028,CSB_A_5,3,2,18
RPL32,27.428,POPH_F_5,3,2,18
RPL32,27.48,POPH_F_5,3,2,18
RPL32,27.369,OCTO_D_5,3,2,18
RPL32,27.508,OCTO_D_5,3,2,18
RPL32,27.894,POP2L_C_10,3,2,18
RPL32,27.11,POPH_B_5,3,2,18
RPL32,27.716,POP2L_C_10,3,2,18
RPL32,27.443,POPL_D_5,3,2,18
RPL32,27.463,POPL_D_5,3,2,18
RPL32,26.965,CSB-REF_A_1,3,2,18
RPL32,26.896,CSB-REF_A_1,3,2,18
RPL32,27.359,POP2H_C_5,3,2,18
RPL32,27.285,POP2H_C_5,3,2,18
RPL32,27.293,POP2L_B_5,3,2,18
RPL32,27.173,POP2L_B_5,3,2,18
RPL32,27.684,POPL_D_6,3,2,18
RPL32,27.732,POPL_D_6,3,2,18
RPL32,27.438,POPL_C_6,3,2,18
WSP,26.343,CSB_E_6,3,2,18
WSP,23.583,POP2L_F_6,3,2,18
WSP,28.551,CSB_C_10,3,2,18
WSP,28.701,CSB_C_10,3,2,18
WSP,25.534,CSB_E_10,3,2,18
WSP,25.772,CSB_E_10,3,2,18
WSP,26.587,POP2L_A_10,3,2,18
WSP,26.678,POP2L_A_10,3,2,18
WSP,26.708,CSB_B_5,3,2,18
WSP,26.669,CSB_B_5,3,2,18
WSP,28.341,CSB_C_6,3,2,18
WSP,26.52,CSB_E_6,3,2,18
WSP,28.326,CSB_C_6,3,2,18
WSP,29.186,POPL_B_5,3,2,18
WSP,29.092,POPL_B_5,3,2,18
WSP,28.135,CSB-REF_A_2,3,2,18
WSP,28.086,CSB-REF_A_2,3,2,18
WSP,27.21,OCTO_C_5,3,2,18
WSP,27.375,OCTO_C_5,3,2,18
WSP,26.056,POPH_E_6,3,2,18
WSP,25.97,POPH_E_6,3,2,18
WSP,27.917,POP2H_C_6,3,2,18
WSP,27.864,POP2H_C_6,3,2,18
WSP,23.6,POP2L_F_6,3,2,18
RPL32,27.14,CSB_E_6,3,2,18
RPL32,27.026,POP2L_F_6,3,2,18
RPL32,27.519,CSB_C_10,3,2,18
RPL32,27.552,CSB_C_10,3,2,18
RPL32,27.136,CSB_E_10,3,2,18
RPL32,27.181,CSB_E_10,3,2,18
RPL32,26.575,POP2L_A_10,3,2,18
RPL32,26.72,POP2L_A_10,3,2,18
RPL32,27.308,CSB_B_5,3,2,18
RPL32,27.222,CSB_B_5,3,2,18
RPL32,27.453,CSB_C_6,3,2,18
RPL32,27.264,CSB_E_6,3,2,18
RPL32,27.637,CSB_C_6,3,2,18
RPL32,27.882,POPL_B_5,3,2,18
RPL32,28.056,POPL_B_5,3,2,18
RPL32,26.934,CSB-REF_A_2,3,2,18
RPL32,26.749,CSB-REF_A_2,3,2,18
RPL32,27.323,OCTO_C_5,3,2,18
RPL32,27.508,OCTO_C_5,3,2,18
RPL32,27.752,POPH_E_6,3,2,18
RPL32,27.614,POPH_E_6,3,2,18
RPL32,27.644,POP2H_C_6,3,2,18
RPL32,27.787,POP2H_C_6,3,2,18
RPL32,27.247,POP2L_F_6,3,2,18
WSP,25.38,POPL_F_6,3,2,18
WSP,20.709,OCTO_F_6,3,2,18
WSP,27.301,POP2L_E_6,3,2,18
WSP,27.309,POP2L_E_6,3,2,18
WSP,23.678,POP2L_C_6,3,2,18
WSP,23.705,POP2L_C_6,3,2,18
WSP,23.541,OCTO_E_6,3,2,18
