gene,cts,sample,plate,experimental_replicate
RPL32,26.856,POP2_A_9,plate_2,2
RPL32,26.837,POP_A_5,plate_2,2
WSP,23.569,CSB_E_3,plate_2,2
WSP,23.268,CSB_D_9,plate_2,2
WSP,24.493,POP_A_6,plate_2,2
WSP,24.584,POP_A_6,plate_2,2
WSP,23.112,CSB_D_10,plate_2,2
WSP,23.181,CSB_D_10,plate_2,2
WSP,23.84,CSB-REF_A_2,plate_2,2
WSP,23.883,CSB-REF_A_2,plate_2,2
WSP,23.461,CSB_E_3,plate_2,2
WSP,25.378,CSB_B_7,plate_2,2
WSP,25.254,CSB_B_7,plate_2,2
WSP,25.707,POP_B_6,plate_2,2
WSP,25.675,POP_B_6,plate_2,2
WSP,28.07,CSB_B_6,plate_2,2
WSP,28.477,CSB_B_6,plate_2,2
WSP,23.314,CSB_D_9,plate_2,2
RPL32,27.53,CSB_E_3,plate_2,2
RPL32,27.253,CSB_D_9,plate_2,2
RPL32,26.712,POP_A_6,plate_2,2
RPL32,26.736,POP_A_6,plate_2,2
RPL32,27.523,CSB_D_10,plate_2,2
RPL32,27.309,CSB_D_10,plate_2,2
RPL32,26.137,CSB-REF_A_2,plate_2,2
RPL32,26.13,CSB-REF_A_2,plate_2,2
RPL32,27.357,CSB_E_3,plate_2,2
RPL32,27.433,CSB_B_7,plate_2,2
RPL32,27.271,CSB_B_7,plate_2,2
RPL32,27.719,POP_B_6,plate_2,2
RPL32,27.756,POP_B_6,plate_2,2
RPL32,28.085,CSB_B_6,plate_2,2
RPL32,28.247,CSB_B_6,plate_2,2
RPL32,27.166,CSB_D_9,plate_2,2
WSP,26.599,POP_B_10,plate_2,2
WSP,24.259,POP2_A_6,plate_2,2
WSP,23.193,POP_B_7,plate_2,2
WSP,23.217,POP_B_7,plate_2,2
WSP,25.394,CSB_B_8,plate_2,2
WSP,25.415,CSB_B_8,plate_2,2
WSP,22.698,CSB-REF_A_3,plate_2,2
WSP,22.586,CSB-REF_A_3,plate_2,2
WSP,26.437,POP_B_10,plate_2,2
WSP,18.735,POP_C_4,plate_2,2
WSP,18.705,POP_C_4,plate_2,2
WSP,24.808,POP2_A_2,plate_2,2
WSP,24.725,POP2_A_2,plate_2,2
WSP,23.816,CSB_C_8,plate_2,2
WSP,23.749,CSB_C_8,plate_2,2
WSP,24.277,POP2_A_6,plate_2,2
RPL32,27.663,POP_B_10,plate_2,2
RPL32,26.967,POP2_A_6,plate_2,2
RPL32,27.158,POP_B_7,plate_2,2
RPL32,27.394,POP_B_7,plate_2,2
RPL32,27.678,CSB_B_8,plate_2,2
RPL32,27.61,CSB_B_8,plate_2,2
RPL32,26.05,CSB-REF_A_3,plate_2,2
RPL32,26.008,CSB-REF_A_3,plate_2,2
RPL32,27.656,POP_B_10,plate_2,2
RPL32,27.173,POP_C_4,plate_2,2
RPL32,27.071,POP_C_4,plate_2,2
RPL32,27.079,POP2_A_2,plate_2,2
RPL32,27.174,POP2_A_2,plate_2,2
RPL32,27.81,CSB_C_8,plate_2,2
RPL32,27.675,CSB_C_8,plate_2,2
RPL32,26.999,POP2_A_6,plate_2,2
WSP,24.157,CSB_D_6,plate_2,2
WSP,25.105,CSB_A_2,plate_2,2
WSP,23.413,POP2_A_1,plate_2,2
WSP,23.453,POP2_A_1,plate_2,2
WSP,24.758,POP_B_9,plate_2,2
WSP,24.714,POP_B_9,plate_2,2
WSP,23.675,CSB-REF_A_4,plate_2,2
WSP,24.057,CSB-REF_A_4,plate_2,2
WSP,23.954,CSB_D_6,plate_2,2
WSP,19.246,POP_C_5,plate_2,2
WSP,19.258,POP_C_5,plate_2,2
WSP,23.983,CSB_C_10,plate_2,2
WSP,24.112,CSB_C_10,plate_2,2
WSP,27.758,POP2_B_10,plate_2,2
WSP,27.525,POP2_B_10,plate_2,2
WSP,24.923,CSB_A_2,plate_2,2
RPL32,27.039,CSB_D_6,plate_2,2
RPL32,26.964,CSB_A_2,plate_2,2
RPL32,26.861,POP2_A_1,plate_2,2
RPL32,26.675,POP2_A_1,plate_2,2
RPL32,27.393,POP_B_9,plate_2,2
RPL32,27.51,POP_B_9,plate_2,2
RPL32,25.925,CSB-REF_A_4,plate_2,2
RPL32,25.921,CSB-REF_A_4,plate_2,2
RPL32,27.239,CSB_D_6,plate_2,2
RPL32,27.12,POP_C_5,plate_2,2
RPL32,27.127,POP_C_5,plate_2,2
RPL32,27.756,CSB_C_10,plate_2,2
RPL32,28.01,CSB_C_10,plate_2,2
RPL32,28.248,POP2_B_10,plate_2,2
RPL32,28.387,POP2_B_10,plate_2,2
RPL32,26.928,CSB_A_2,plate_2,2
WSP,24.682,CSB_A_8,plate_2,2
WSP,23.649,POP2_A_5,plate_2,2
WSP,18.73,POP_C_6,plate_2,2
WSP,18.727,POP_C_6,plate_2,2
WSP,25.319,CSB_A_9,plate_2,2
WSP,25.109,CSB_A_9,plate_2,2
WSP,22.765,CSB-REF_A_5,plate_2,2
WSP,23.055,CSB-REF_A_5,plate_2,2
WSP,24.532,CSB_A_8,plate_2,2
WSP,25.158,CSB_A_7,plate_2,2
WSP,25.143,CSB_A_7,plate_2,2
WSP,25.805,POP2_B_6,plate_2,2
WSP,25.893,POP2_B_6,plate_2,2
WSP,28.227,POP_B_8,plate_2,2
WSP,28.412,POP_B_8,plate_2,2
WSP,23.57,POP2_A_5,plate_2,2
RPL32,27.024,CSB_A_8,plate_2,2
RPL32,26.952,POP2_A_5,plate_2,2
RPL32,27.234,POP_C_6,plate_2,2
RPL32,27.54,POP_C_6,plate_2,2
RPL32,27.073,CSB_A_9,plate_2,2
RPL32,27.072,CSB_A_9,plate_2,2
RPL32,25.893,CSB-REF_A_5,plate_2,2
RPL32,25.737,CSB-REF_A_5,plate_2,2
RPL32,27.175,CSB_A_8,plate_2,2
RPL32,27.019,CSB_A_7,plate_2,2
RPL32,26.953,CSB_A_7,plate_2,2
RPL32,27.94,POP2_B_6,plate_2,2
RPL32,27.995,POP2_B_6,plate_2,2
RPL32,28.257,POP_B_8,plate_2,2
RPL32,28.182,POP_B_8,plate_2,2
RPL32,26.892,POP2_A_5,plate_2,2
WSP,18.948,POP2_C_5,plate_2,2
WSP,25.404,POP_A_9,plate_2,2
WSP,24.052,POP2_B_8,plate_2,2
WSP,23.786,POP2_B_8,plate_2,2
WSP,23.297,CSB_E_9,plate_2,2
WSP,23.236,CSB_E_9,plate_2,2
WSP,23.74,CSB-REF_A_6,plate_2,2
WSP,23.627,CSB-REF_A_6,plate_2,2
WSP,18.935,POP2_C_5,plate_2,2
WSP,23.301,CSB_E_10,plate_2,2
WSP,23.367,CSB_E_10,plate_2,2
WSP,23.924,CSB_C_5,plate_2,2
WSP,23.939,CSB_C_5,plate_2,2
WSP,20.09,POP2_C_6,plate_2,2
WSP,19.903,POP2_C_6,plate_2,2
WSP,25.232,POP_A_9,plate_2,2
RPL32,27.613,POP2_C_5,plate_2,2
RPL32,27.127,POP_A_9,plate_2,2
RPL32,27.475,POP2_B_8,plate_2,2
RPL32,27.375,POP2_B_8,plate_2,2
RPL32,27.452,CSB_E_9,plate_2,2
RPL32,27.623,CSB_E_9,plate_2,2
RPL32,26.175,CSB-REF_A_6,plate_2,2
RPL32,26.029,CSB-REF_A_6,plate_2,2
RPL32,28.183,POP2_C_5,plate_2,2
RPL32,27.188,CSB_E_10,plate_2,2
RPL32,27.197,CSB_E_10,plate_2,2
RPL32,27.246,CSB_C_5,plate_2,2
RPL32,27.386,CSB_C_5,plate_2,2
RPL32,27.489,POP2_C_6,plate_2,2
RPL32,27.486,POP2_C_6,plate_2,2
RPL32,27.15,POP_A_9,plate_2,2
WSP,19.949,POP2_C_2,plate_2,2
WSP,23.501,CSB_D_3,plate_2,2
WSP,24.521,POP_A_4,plate_2,2
WSP,24.143,POP_A_4,plate_2,2
WSP,18.906,POP2_C_7,plate_2,2
WSP,18.868,POP2_C_7,plate_2,2
WSP,24.409,CSB-REF_A_7,plate_2,2
WSP,24.39,CSB-REF_A_7,plate_2,2
WSP,20.004,POP2_C_2,plate_2,2
WSP,24.517,CSB_A_10,plate_2,2
WSP,24.101,CSB_A_10,plate_2,2
WSP,25.267,CSB_B_10,plate_2,2
WSP,25.359,CSB_B_10,plate_2,2
WSP,23.464,POP_A_7,plate_2,2
WSP,23.418,POP_A_7,plate_2,2
WSP,23.499,CSB_D_3,plate_2,2
RPL32,27.795,POP2_C_2,plate_2,2
RPL32,27.175,CSB_D_3,plate_2,2
RPL32,27.162,POP_A_4,plate_2,2
RPL32,27.05,POP_A_4,plate_2,2
RPL32,27.36,POP2_C_7,plate_2,2
RPL32,27.594,POP2_C_7,plate_2,2
RPL32,26.147,CSB-REF_A_7,plate_2,2
RPL32,26.315,CSB-REF_A_7,plate_2,2
RPL32,27.613,POP2_C_2,plate_2,2
RPL32,26.921,CSB_A_10,plate_2,2
RPL32,27.052,CSB_A_10,plate_2,2
RPL32,27.592,CSB_B_10,plate_2,2
RPL32,27.838,CSB_B_10,plate_2,2
RPL32,27.037,POP_A_7,plate_2,2
RPL32,27.007,POP_A_7,plate_2,2
RPL32,27.258,CSB_D_3,plate_2,2
WSP,24.434,CSB_C_7,plate_2,2
WSP,19.553,POP_C_8,plate_2,2
WSP,22.659,CSB_E_5,plate_2,2
WSP,22.859,CSB_E_5,plate_2,2
WSP,23.789,CSB-REF_A_8,plate_2,2
WSP,23.579,CSB-REF_A_8,plate_2,2
WSP,24.374,CSB_C_7,plate_2,2
WSP,23.867,POP2_B_9,plate_2,2
WSP,23.889,POP2_B_9,plate_2,2
WSP,24.409,CSB_B_9,plate_2,2
WSP,24.531,CSB_B_9,plate_2,2
WSP,19.464,POP2_C_4,plate_2,2
WSP,19.439,POP2_C_4,plate_2,2
WSP,19.607,POP_C_8,plate_2,2
RPL32,27.637,CSB_C_7,plate_2,2
RPL32,27.031,POP_C_8,plate_2,2
RPL32,27.391,CSB_E_5,plate_2,2
RPL32,27.419,CSB_E_5,plate_2,2
RPL32,26.305,CSB-REF_A_8,plate_2,2
RPL32,26.174,CSB-REF_A_8,plate_2,2
RPL32,27.598,CSB_C_7,plate_2,2
RPL32,27.449,POP2_B_9,plate_2,2
RPL32,27.495,POP2_B_9,plate_2,2
RPL32,27.115,CSB_B_9,plate_2,2
RPL32,27.212,CSB_B_9,plate_2,2
RPL32,27.228,POP2_C_4,plate_2,2
RPL32,27.208,POP2_C_4,plate_2,2
RPL32,27.169,POP_C_8,plate_2,2
